xlsx_name
LIFE APEX 01 Bream muscle from Danube Jochenstein
LIFE APEX 02 Bream muscle from Elbe
LIFE APEX 03 Bream muscle from Rhine Bimmen
LIFE APEX 04 Bream muscle from Belauer See
LIFE APEX 05 Bream muscle from Saar Gudingen
LIFE APEX 06 Herring gull eggs from North Sea Mellum
LIFE APEX 07 Herring gull eggs from North Sea Trischen
LIFE APEX 08 Eelpout muscle from North Sea Varel Mellum
LIFE APEX 09 Eelpout muscle from Baltic Sea Darsser Ort
LIFE APEX 10 Eelpout muscle from North Sea Meldorfer Bucht
LIFE APEX 11 Buzzard liver from the Wash
LIFE APEX 12 Buzzard liver from South Lincolnshire
LIFE APEX 13 Buzzard liver from East Anglia
LIFE APEX 14 Buzzard liver from Sussex-Hampshire
LIFE APEX 14 Buzzard liver from Sussex-Hampshire_Farnborough
LIFE APEX 15 Buzzard liver from South Wales-Somerset-Hertfordshire
LIFE APEX 16 Roach muscle from River Thames (Shepperton-Sunbury)
LIFE APEX 17 Roach muscle from River Lea (Wheathampstead)
LIFE APEX 18 Roach muscle from River Anker (Stationfields)
LIFE APEX 19 Roach muscle from River Thames (Standford-Abington)
LIFE APEX 20 Roach muscle from River Welland (Stamford Meadows)
LIFE APEX 21 Otter liver from Solent and South Downs
LIFE APEX 22 Otter liver from North East UK
LIFE APEX 23 Otter liver from South Wales-Somerset-Hertfordshire
LIFE APEX 24 Otter liver from East Anglia
LIFE APEX 25 Otter liver from North Wales
LIFE APEX 26 Harbour Porpoise liver from UK 01
LIFE APEX 27 Harbour Porpoise liver from UK 03
LIFE APEX 27 Harbour Porpoise liver from UK 02
LIFE APEX 29 Harbour Porpoise liver from UK 04
LIFE APEX 30 Harbour Porpoise liver from UK 05
LIFE APEX 31 Buzzard liver from Friesland
LIFE APEX 32 Buzzard liver from Friesland
LIFE APEX 33 Otter liver from Overijssel
LIFE APEX 35 Otter liver from Zevenhuizen
LIFE APEX 36 Otter liver from Harich
LIFE APEX 37 Otter liver from Augustinusga
LIFE APEX 38 Harbour Seal liver from Zuid-Holland
LIFE APEX 39 Harbour Seal liver from Noord-Holland
LIFE APEX 40 Bream muscle from Noord-Holland
LIFE APEX 41 Buzzard liver from Berlin
LIFE APEX 42 Buzzard liver from Lower Saxony
LIFE APEX 43 Buzzard liver from Baden-Wurttemberg
LIFE APEX 44 Buzzard liver from Baden-Wurttemberg
LIFE APEX 45 Buzzard liver from North Rhine-Westphalia
LIFE APEX 46 Herring muscle from Angskarsklubb
LIFE APEX 47 Herring muscle from Utlangan
LIFE APEX 48 Herring muscle from Vaderoarna
LIFE APEX 49 Otter liver from Vastmanland-Orebro
LIFE APEX 50 Otter liver from Uppland
LIFE APEX 51 Otter liver from Skane
LIFE APEX 52 Otter liver from Norrbotten
LIFE APEX 53 Otter liver from Harjedalen-Jamtland
LIFE APEX 54 Harbour Seal liver from Kattegat
LIFE APEX 55 Harbour Seal liver from Skagerrak
LIFE APEX 56 Harbour Seal liver from Oresund
LIFE APEX 57 Harbour Seal liver from Baltic Proper
LIFE APEX 58 Grey Seal liver from Baltic Proper
LIFE APEX 59 Harbour Seal liver from Amrum
LIFE APEX 60 Harbour Seal liver from Busum 01
LIFE APEX 61 Harbour Seal liver from Busum 02
LIFE APEX 62 Harbour Seal liver from Grothusenkoog
LIFE APEX 63 Otter liver from Germany 01
LIFE APEX 64 Otter liver from Plon
LIFE APEX 65 Otter liver from Germany 02
LIFE APEX 66 Otter liver from Bosdorf
LIFE APEX 67 Otter liver from Hohn
LIFE APEX 68 Bream muscle from Rhine Bimmen (1996)
LIFE APEX 69 Bream muscle from Rhine Bimmen (1998)
LIFE APEX 70 Bream muscle from Rhine Bimmen (2000)
LIFE APEX 71 Bream muscle from Rhine Bimmen (2002)
LIFE APEX 72 Bream muscle from Rhine Bimmen (2004)
LIFE APEX 73 Bream muscle from Rhine Bimmen (2006)
LIFE APEX 74 Bream muscle from Rhine Bimmen (2008)
LIFE APEX 75 Bream muscle from Rhine Bimmen (2010)
LIFE APEX 76 Bream muscle from Rhine Bimmen (2012)
LIFE APEX 77 Bream muscle from Rhine Bimmen (2014)
LIFE APEX 78 Bream muscle from Rhine Bimmen (2016)
LIFE APEX 79 Bream muscle from Rhine Bimmen (2018)
LIFE APEX 80 Harbour Seal liver from North Sea (2000)
LIFE APEX 81 Harbour Seal liver from North Sea (2001)
LIFE APEX 82 Harbour Seal liver from North Sea (2002)
LIFE APEX 83 Harbour Seal liver from North Sea (2003)
LIFE APEX 84 Harbour Seal liver from North Sea (2004)
LIFE APEX 85 Harbour Seal liver from North Sea (2005)
LIFE APEX 86 Harbour Seal liver from North Sea (2006)
LIFE APEX 87 Harbour Seal liver from North Sea (2007)
LIFE APEX 88 Harbour Seal liver from North Sea (2008)
LIFE APEX 89 Harbour Seal liver from North Sea (2009)
LIFE APEX 90 Harbour Seal liver from North Sea (2010)
LIFE APEX 91 Harbour Seal liver from North Sea (2011)
LIFE APEX 92 Harbour Seal liver from North Sea (2012)
LIFE APEX 93 Harbour Seal liver from North Sea (2013)
LIFE APEX 94 Harbour Seal liver from North Sea (2014)
LIFE APEX 95 Harbour Seal liver from North Sea (2015)
LIFE APEX 96 Harbour Seal liver from North Sea (2016)
LIFE APEX 97 Harbour Seal liver from North Sea (2017)
LIFE APEX 98 Harbour Seal liver from North Sea (2018)
"LIFE APEX 99 Buzzard liver from England (2001, 2002)"
LIFE APEX 100 Buzzard liver from England (2003)
"LIFE APEX 101 Buzzard liver from England (2005, 2006)"
LIFE APEX 102 Buzzard liver from England (2008)
LIFE APEX 103 Buzzard liver from England (2009)
LIFE APEX 104 Buzzard liver from England (2010)
LIFE APEX 105 Buzzard liver from England (2011)
LIFE APEX 106 Buzzard liver from England (2012)
LIFE APEX 107 Buzzard liver from England (2013)
LIFE APEX 108 Buzzard liver from England (2014)
LIFE APEX 109 Buzzard liver from England (2015)
LIFE APEX 110 Buzzard liver from England (2016)
LIFE APEX 111 Buzzard liver from England (2017)
LIFE APEX 112 Buzzard liver from England (2018)
LIFE APEX 113 Buzzard liver from England (2011)
LIFE APEX 114 Buzzard liver from England (2013)
LIFE APEX 115 Buzzard liver from England (2016)
LIFE APEX 116 Buzzard liver from England (2017)
LIFE APEX 117 Buzzard liver from England (2018)
"LIFE APEX 118 Otter liver from England and Wales (2003, 2004)"
"LIFE APEX 119 Otter liver from England and Wales (2005, 2006)"
LIFE APEX 120 Otter liver from England and Wales (2007)
LIFE APEX 121 Otter liver from England and Wales (2008)
LIFE APEX 122 Otter liver from England and Wales (2009)
LIFE APEX 123 Otter liver from England and Wales (2010)
LIFE APEX 124 Otter liver from England and Wales (2011)
LIFE APEX 125 Otter liver from England and Wales (2012)
LIFE APEX 126 Otter liver from England and Wales (2013)
LIFE APEX 127 Otter liver from England and Wales (2014)
LIFE APEX 128 Otter liver from England and Wales (2015)
LIFE APEX 129 Otter liver from England and Wales (2016)
LIFE APEX 130 Otter liver from England and Wales (2017)
LIFE APEX 131 Otter liver from England and Wales (2018)
LIFE APEX 132 Otter liver from England and Wales (2008)
LIFE APEX 133 Otter liver from England and Wales (2008)
LIFE APEX 134 Otter liver from England and Wales (2015)
LIFE APEX 135 Otter liver from England and Wales (2015)
"LIFE APEX 136 Eurasian lynx muscle pooled from Dalarna, Jamtland"
"LIFE APEX 137 White-tailed Sea Eagle muscle pooled from Sodermanland, Uppland"
LIFE APEX 138 Grey Seal liver pooled from Baltic Sea
"LIFE APEX 139 Eurasian Otter liver pooled from Basilicata, Abruzzo region"
"LIFE APEX 140 Bottlenose dolphin liver pooled from Pellestrina, Sestri Levante, Genova"
LIFE APEX 141 Eurasian Otter liver pooled from Marseille
LIFE APEX 142 Eurasian Otter liver pooled from Eastern Austria
LIFE APEX 143 Eurasian Otter liver pooled from Eastern Austria
LIFE APEX 144 Eurasian Otter liver pooled from Wales
LIFE APEX 145 Eurasian Otter liver pooled from North England
LIFE APEX 146 Eurasian Otter liver pooled from Midlands England
LIFE APEX 147 Eurasian Otter liver pooled from East Anglia
LIFE APEX 148 Eurasian Otter liver pooled from Southern Denmark
LIFE APEX 149 Eurasian Otter liver pooled from Jutland
LIFE APEX 150 Eurasian Otter liver pooled from Jutland
LIFE APEX 151 Eurasian Otter liver pooled from Jutland
