xlsx_name
LIFE APEX 152 Eurasian Otter liver pooled from Northern Moravia
LIFE APEX 153 Eurasian Otter liver pooled from Southern Bohemia
LIFE APEX 154 Eurasian Otter liver pooled from Southern Moravia
LIFE APEX 155 Harbour Porpoise liver pooled from Varangerfjorden
LIFE APEX 156 Harbour Porpoise liver pooled from Varangerfjorden
LIFE APEX 157 Eurasian Otter liver pooled from North-Eastern Hungary
LIFE APEX 158 Eurasian Otter liver pooled from South Hungary
LIFE APEX 159 Eurasian Otter liver pooled from Western Hungary
LIFE APEX 160 Striped dolphin muscle pooled from Bay of Biscay
LIFE APEX 161 Striped dolphin liver pooled from Bay of Biscay
LIFE APEX 162 Short-beaked common dolphin liver pooled from Scoltand and western isles
LIFE APEX 163 Grey Seal liver pooled from east and north Scotland
LIFE APEX 164 White-beaked dolphin liver pooled from east and north and west Scotland
LIFE APEX 165 Harbour Porpoise liver pooled from east and north and west Scotland
LIFE APEX 166 Bottlenose dolphin liver pooled from Western Isles
LIFE APEX 167 Harbour Porpoise liver pooled from Odessa
LIFE APEX 168 Ringed Seal liver pooled from Olav V Land
LIFE APEX 169 Bearded Seal liver pooled from Olav V Land
LIFE APEX 170 Grey Seal liver pooled from Baltic Sea
LIFE APEX 171 Short-beaked common dolphin liver pooled from Galicia
LIFE APEX 172 Short-beaked common dolphin liver pooled from Galicia
LIFE APEX 173 Bottlenose dolphin liver pooled from Galicia
LIFE APEX 174 Bottlenose dolphin liver pooled from Galicia
LIFE APEX 175 Eurasian Otter liver pooled from Kalmar-Ostergotlands lan
LIFE APEX 176 Eurasian Otter liver pooled from Jonkopings lan
"LIFE APEX 177 Harbour Porpoise liver pooled from Belgium, France"
"LIFE APEX 178 Harbour Porpoise liver pooled from Belgium, France"
"LIFE APEX 179 Harbour Seal liver pooled from Belgium, France"
"LIFE APEX 180 Buzzard liver pooled from Presov, Kosice, Trebisov, Humenne"
"LIFE APEX 181 Buzzard liver pooled from Andros, Crete"
LIFE APEX 182 Buzzard liver pooled from Crete
"LIFE APEX 183 Buzzard liver pooled from Central, South and West Slovenia"
LIFE APEX 184 Buzzard liver pooled from Central and South Slovenia
LIFE APEX 185 Buzzard liver pooled from Madrid
LIFE APEX 186 Buzzard liver pooled from Madrid
LIFE APEX 187 Buzzard liver pooled from Northern Sardinia
LIFE APEX 188 Buzzard liver pooled from Central Sardinia
LIFE APEX 189 Buzzard liver pooled from Midle Saxony
"LIFE APEX 190 Buzzard liver pooled from Reutlingen, Oberhausen, Lichtenstein"
"LIFE APEX 191 Buzzard liver pooled from Tienen, Sint-Truiden"
LIFE APEX 192 Buzzard liver pooled from Sint-Truiden
"LIFE APEX 193 Buzzard liver pooled from Santa Maria da Feira, Gondomar, Braga"
"LIFE APEX 194 Buzzard liver pooled from Presov, Kosice, Trebisov, Humenne"
"LIFE APEX 195 Buzzard liver pooled from Coimbra, Viseu"
LIFE APEX 196 Buzzard liver pooled from Cluj-Napoca
LIFE APEX 197 Buzzard liver pooled from Cluj-Napoca
LIFE APEX 198 Buzzard liver pooled from Warmian-Masurian Voivodeship
