sus_id,DTXSID,usepa_formula,usepa_wikipedia,usepa_wikipedia_url,usepa_Log_Kow_experimental,usepa_Log_Kow_predicted,usepa_solubility_experimental,usepa_solubility_predicted,usepa_Koc_min_experimental,usepa_Koc_max_experimental,usepa_Koc_min_predicted,usepa_Koc_max_predicted,usepa_Life_experimental,usepa_Life_predicted,usepa_BCF_experimental,usepa_BCF_predicted
7846,DTXSID5023532,,,,,,,,,,90543.5,90543.5,,153.499,,2.45986
7847,DTXSID0048717,,,,,,,,,,47.57,47.57,,93.0558,,5.44823
7848,DTXSID7025180,,,,,,,,,,1167.83,33884.4,,5.2566,,873.572
7849,DTXSID2048296,,,,,,,,,,204.203,204.203,,5.6717,,2.14059
7850,DTXSID5025445,,,,,,,,,,16.7311,16.7311,,6.70374,,3.39087
7851,DTXSID0023080,,,,,,,,,,140.049,140.049,,14.438,,5.96408
7853,DTXSID00188150,,,,,,,,,,55.3859,55.3859,,4.13674,,4.33453
7854,DTXSID80888904,,,,,,,,,,301.578,301.578,,3.35186,,23.2875
7855,DTXSID4032459,,,,,,,,501.187,501.187,501.841,635.331,,142.794,45.165,103.398
7856,DTXSID2022048,,,,,,,,,,3357.57,3357.57,,4.07524,,69.6131
7857,DTXSID3032179,,,,,,,,,,85113.8,227464,,16.1781,360.257,65869
7858,DTXSID00169424,,,,,,,,,,11189.9,11189.9,,57.4567,,880.961
7859,DTXSID10287567,,,,,,,,,,74.4085,74.4085,,3.53453,,2.30889
7860,DTXSID80184211,,,,,,,,,,140.554,140.554,,5.43417,,8.72759
7861,DTXSID6041218,,,,,,,,,,2127.03,2127.03,,16.1132,,883.291
7862,DTXSID0020311,,,,,,,,89.1251,89.1251,88.8744,88.8744,,5.19492,10,23.0683
7863,DTXSID3044627,,,,,,,,,,39.7011,39.7011,,3.10109,,3.35792
7865,DTXSID2061010,,,,,,,,,,33.7026,33.7026,,4.47966,,2.87205
7867,DTXSID8060822,,,,,,,,,,77.2907,77.2907,,4.99616,4.46684,4.33393
7868,DTXSID1044300,,,,,,,,,,725.218,725.218,,94.9603,,6.5413
7870,DTXSID7022887,,,,,,,,,,20982.4,20982.4,,4.51677,,5.69669
7871,DTXSID4067018,,,,,,,,,,501.899,501.899,,3.5433,,3.03792
7872,DTXSID20198175,,,,,,,,,,2235.13,2235.13,,3.35855,,150.002
7874,DTXSID6045030,,,,,,,,,,235.402,235.402,,9.22336,,16.7622
7876,DTXSID20553745,,,,,,,,,,11252.5,11252.5,,6.55135,,135.111
7877,DTXSID4046286,,,,,,,,,,454.796,454.796,,3.16928,,2.24354
7878,DTXSID40527685,,,,,,,,,,507434,507434,,16.2966,,4983.44
7879,DTXSID10889348,,,,,,,,,,45.0162,45.0162,,3.89703,,3.72514
7880,DTXSID8020206,,,,,,,,,,61.1481,195.434,,6.06877,16.9824,22.3878
7882,DTXSID5022641,,,,,,,,,,62.1029,62.1029,,4.56469,,2.89963
7883,DTXSID40862765,,,,,,,,,,2004.4,2004.4,,14.2704,,216.958
7884,DTXSID7060700,,,,,,,,,,47.8137,47.8137,,4.29549,,8.82932
7885,DTXSID50880612,,,,,,,,,,11385.9,11385.9,,4.95783,,282.639
7887,DTXSID4034948,,,,,,,,,,625.173,1900.53,,3.3515,9.43333,319.248
7888,DTXSID60205433,,,,,,,,,,85.7595,85.7595,,5.15265,,7.50159
7889,DTXSID60206288,,,,,,,,,,99.2921,99.2921,,4.97618,,27.77
7890,DTXSID90893706,,,,,,,,,,13822.6,13822.6,,13.463,,176.866
7891,DTXSID30192745,,,,,,,,,,2072.27,2072.27,,4.19028,,24.8327
7892,DTXSID30195857,,,,,,,,,,153.926,153.926,,4.87,,45.3941
7894,DTXSID9060861,,,,,,,,,,30.7214,30.7214,,3.67107,,5.08128
7895,DTXSID00888981,,,,,,,,,,25.1309,25.1309,,4.61882,,2.34156
7896,DTXSID3060663,,,,,,,,,,4.26154,4.26154,,6.71546,,1.84417
7897,DTXSID7045364,,,,,,,,,,1180.77,1180.77,,3.55023,,12.4592
7898,DTXSID7025394,,,,,,,,,,133.215,133.215,,4.936,,0.722036
7899,DTXSID4032378,,,,,,,,,,573.654,573.654,,36.3628,,56.7165
7900,DTXSID4023626,,,,,,,,,,52.4389,52.4389,,8.36975,,1.72375
7901,DTXSID2049921,,,,,,,,,,3.85959,3.85959,,7.57763,,4.92728
7902,DTXSID90746804,,,,,,,,,,33.9849,33.9849,,3.35039,,3.04705
7904,DTXSID1045033,,,,,,,,,,437.297,437.297,,145.625,,1.93079
7905,DTXSID2027624,,,,,,,,,,70.8421,70.8421,,4.58428,,3.04635
7907,DTXSID6023523,,,,,,,,,,3945.51,3945.51,,9.19982,,115.428
7908,DTXSID1022057,,,,,,,,46.2381,46.2381,46.2635,57.6767,,5.37147,,10.4443
7909,DTXSID60232820,,,,,,,,,,1384.39,1384.39,,3.54031,,149.964
7910,DTXSID9020584,,,,,,,,1.58489,1.58489,1.59008,2.19786,,4.59705,,1.78873
7914,DTXSID5061166,,,,,,,,,,1007.14,1007.14,,6.9317,,5.92947
7915,DTXSID3021807,,,,,,,,177.828,177.828,178.668,552.078,6.00067,6.00171,14.1254,70.1078
7916,DTXSID3022958,,,,,,,,,,1074.11,1074.11,,6.29585,,23.3393
7917,DTXSID5051862,,,,,,,,,,31561.3,31561.3,,18.812,,1251.79
7918,DTXSID50758140,,,,,,,,,,1303.56,1303.56,,3.53969,,17.3487
7919,DTXSID6020064,,,,,,,,,,96.1535,96.1535,,4.60672,,4.26829
7920,DTXSID8042470,,,,,,,,,,64.9777,64.9777,,4.27282,,23.6106
7921,DTXSID70864030,,,,,,,,,,134.855,134.855,,3.5384,,1.11283
7922,DTXSID6065892,,,,,,,,,,228962,228962,,58.3356,,3821.67
7923,DTXSID9025536,,,,,,,,,,74.7131,74.7131,,15.1433,2.5704,3.48944
7924,DTXSID90354100,,,,,,,,,,319.716,319.716,,4.91995,,13.8159
7926,DTXSID4026842,,,,,,,,,,694.658,694.658,,4.9384,,34.7038
7927,DTXSID7044390,,,,,,,,,,6.66663,6.66663,,3.94573,,1.58109
7928,DTXSID7038814,,,,,,,,,,68.3331,68.3331,,5.9527,,3.10259
7929,DTXSID7072416,,,,,,,,,,446.217,446.217,,164.588,,31.6745
7930,DTXSID5051993,,,,,,,,,,400806,400806,,89.0845,,97.8003
7931,DTXSID60541282,,,,,,,,,,545.805,545.805,,7.16497,,56.6965
7932,DTXSID3046958,,,,,,,,,,913.526,913.526,,5.2316,,40.9171
7933,DTXSID7059430,,,,,,,,,,5.49093,5.49093,,4.83432,,1.80827
7935,DTXSID4022442,,,,,,,,,,6628.16,6628.16,,8.66375,,130.609
7937,DTXSID1032484,,,,,,,,100000,100000,10914.4,99859,,12.9114,,4743.58
7938,DTXSID6029670,,,,,,,,,,313.55,313.55,,57.9868,,49.353
7941,DTXSID9042388,,,,,,,,218.776,218.776,218.786,218.786,,4.29197,2,2.55489
7944,DTXSID9030258,,,,,,,,,,35.9097,35.9097,,4.00199,,4.51506
7945,DTXSID4022656,,,,,,,,,,1246.13,1246.13,,6.58469,,289.937
7946,DTXSID3052486,,,,,,,,,,7440.94,7440.94,,14.491,,2.77319
7947,DTXSID8023476,,,,,,,,,,156.87,156.87,,3.34081,,6.7292
7949,DTXSID8045640,,,,,,,,,,929.549,929.549,,4.30297,,35.4815
7951,DTXSID20165786,,,,,,,,,,36.3524,36.3524,,3.8161,,5.11552
7952,DTXSID5020869,,,,,,,,9120.11,9120.11,1629.3,9068.29,,8.3879,,215.163
7953,DTXSID2051685,,,,,,,,,,9867.96,9867.96,,5.78785,,188.838
7954,DTXSID90320269,,,,,,,,,,69.879,69.879,,3.51597,,10.4588
7955,DTXSID2041252,,,,,,,,,,1552.72,1552.72,,41.0974,,32.4818
7956,DTXSID1040742,,,,,,,,,,9652.94,9652.94,,97.5402,,5.79707
7958,DTXSID0021337,,,,,,,,1737.8,1737.8,489.779,1739.36,,3.53815,,16.9118
7959,DTXSID1022710,,,,,,,,,,1937.01,1937.01,,4.95724,,158.979
7960,DTXSID1044778,,,,,,,,,,94624.9,94624.9,,63.732,,59.2691
7961,DTXSID9049035,,,,,,,,,,1385.02,1385.02,,4.58549,,8.08082
7962,DTXSID8021519,,,,,,,,,,4.38531,36.5981,,3.67678,,2.80003
7963,DTXSID8029608,,,,,,,,,,22.4979,22.4979,,4.29156,,6.70509
7965,DTXSID3057935,,,,,,,,,,46349.7,46349.7,,4.47163,,2725.13
7966,DTXSID0047119,,,,,,,,,,132420,132420,,146.696,,50.1683
7967,DTXSID101017883,,,,,,,,,,2577.57,2577.57,,4.91337,,77.4658
7968,DTXSID80694880,,,,,,,,,,246.339,246.339,,4.28934,,35.3213
7969,DTXSID4058289,,,,,,,,,,1791.04,1791.04,,3.35399,,86.815
7970,DTXSID7048409,,,,,,,,,,509.874,509.874,,5.43899,,454.717
7971,DTXSID5026881,,,,,,,,,,13827.8,13827.8,,5.74128,,222.682
7972,DTXSID90877223,,,,,,,,,,64.0177,64.0177,,3.34583,,18.7152
7973,DTXSID8052695,,,,,,,,,,31.9767,31.9767,,4.60905,,2.33781
7974,DTXSID40891858,,,,,,,,,,20445.8,20445.8,,148.89,,7.38836
7976,DTXSID9020748,,,,,,,,,,17.222,17.222,,7.2746,,9.38046
7977,DTXSID50873241,,,,,,,,,,1415.81,1415.81,,4.81841,,592.5
7978,DTXSID8021937,,,,,,,,13.8038,13.8038,13.8421,13.8421,,4.9299,,13.1997
7979,DTXSID4041280,,,,,,,,,,38.7173,38.7173,,4.11881,,10.0827
7980,DTXSID0021333,,,,,,,,,,106.829,106.829,,13.786,,8.36127
7981,DTXSID1027506,,,,,,,,,,488.125,488.125,,4.08755,,89.485
7982,DTXSID20220102,,,,,,,,,,37.1136,37.1136,,5.34881,,2.49363
7983,DTXSID4058996,,,,,,,,,,611.938,611.938,,3.11069,,12.6851
7985,DTXSID9047548,,,,,,,,,,332458,332458,,116.892,,231552
7986,DTXSID5022988,,,,,,,,,,16097.7,16097.7,,4.6059,,4.92043
7987,DTXSID80861636,,,,,,,,,,14.5915,14.5915,,4.9912,,3.64527
7988,DTXSID2022042,,,,,,,,,,369.663,369.663,,17.9318,,86.3735
7989,DTXSID6059025,,,,,,,,,,261.623,261.623,,6.44487,,5.45152
7991,DTXSID8042428,,,,,,,,,,328.063,328.063,,4.22734,,5.26626
7994,DTXSID3061184,,,,,,,,,,965.07,965.07,,3.08682,,12.7107
7995,DTXSID2022208,,,,,,,,8709.64,8709.64,5160.83,5160.83,,24.8141,331.131,207.2
7996,DTXSID7023065,,,,,,,,,,2558.84,2558.84,,3.5418,,18.2486
7997,DTXSID6061028,,,,,,,,,,62.0007,62.0007,,5.34959,,3.85707
7998,DTXSID10888412,,,,,,,,,,42501.7,42501.7,,3.42806,,12993.7
7999,DTXSID10202518,,,,,,,,,,48.3929,48.3929,,4.96868,,10.5363
8000,DTXSID30883626,,,,,,,,,,68.954,68.954,,3.3485,,1.77681
8001,DTXSID4046151,,,,,,,,,,2713.5,2713.5,,3.54611,,11.0688
8002,DTXSID3022613,,,,,,,,,,251.527,251.527,,4.03095,,17.5674
8003,DTXSID20892242,,,,,,,,,,58.3058,58.3058,,3.8112,,13.4414
8004,DTXSID60862247,,,,,,,,,,132.939,132.939,,9.7886,,110.64
8005,DTXSID9035753,,,,,,,,,,193.832,193.832,,4.63321,,4.61651
8007,DTXSID6020430,,,,,,,,363.078,363.078,363.908,946.237,,5.00576,4027.83,205.741
8008,DTXSID0046987,,,,,,,,,,21.5301,21.5301,,3.55378,,1.9998
8009,DTXSID9058232,,,,,,,,,,349.14,995.334,,3.53712,,20.5485
8010,DTXSID40242508,,,,,,,,,,496.38,496.38,,3.36093,,41.4507
8011,DTXSID0027640,,,,,,,,,,29.409,29.409,,3.56188,,2.52408
8012,DTXSID3027617,,,,,,,,,,31.4588,31.4588,,5.6988,,1.16609
8013,DTXSID80239730,,,,,,,,,,284.637,284.637,,4.72843,,19.8042
8014,DTXSID80860609,,,,,,,,,,961.33,961.33,,3.34844,,91.2786
8017,DTXSID6026115,,,,,,,,,,92.0076,92.0076,,6.05876,,6.88535
8018,DTXSID8029282,,,,,,,,,,12603.6,12603.6,,6.58078,,359.71
8019,DTXSID70543510,,,,,,,,,,18502.1,18502.1,,6.90117,,609.675
8020,DTXSID701016538,,,,,,,,,,6.92234,6.92234,,3.54056,,2.1675
8022,DTXSID0023610,,,,,,,,,,244.448,244.448,,3.35489,,1.33776
8023,DTXSID00353003,,,,,,,,,,49.4842,49.4842,,3.53227,,7.62629
8024,DTXSID2027204,,,,,,,,9.33254,9.33254,9.33658,9.33658,,6.4893,,5.3977
8026,DTXSID5068235,,,,,,,,,,110.148,110.148,,3.54532,,10.7646
8027,DTXSID8021438,,,,,,,,64.5654,64.5654,64.503,70.4693,,7.96796,12.8825,12.0986
8028,DTXSID6022216,,,,,,,,,,288.295,288.295,,90.6382,,62.0246
8031,DTXSID8022824,,,,,,,,,,305.488,305.488,,3.35431,,6.93061
8032,DTXSID8027323,,,,,,,,,,698.021,698.021,,5.36513,,84.9632
8033,DTXSID7048245,,,,,,,,,,682.707,682.707,,12.0139,,186.307
8035,DTXSID4023258,,,,,,,,,,69.8581,69.8581,,3.34699,,2.62006
8036,DTXSID9027021,,,,,,,,,,355.34,355.34,,3.67813,,7.23591
8037,DTXSID0020602,,,,,,,,,,9.33802,9.33802,,4.58851,,0.951913
8038,DTXSID1020980,,,,,,,,,,21.5239,21.5239,,4.45187,,6.4453
8039,DTXSID80446462,,,,,,,,,,129.53,129.53,,5.66844,,60.9085
8041,DTXSID3057646,,,,,,,,,,287.861,287.861,,6.13311,,7.02681
8042,DTXSID1044223,,,,,,,,,,83528.8,83528.8,,21.3807,,90.4401
8043,DTXSID40347446,,,,,,,,,,43.7558,43.7558,,3.10786,,3.33732
8046,DTXSID4021929,,,,,,,,,,249.027,249.027,,3.76918,,199.803
8047,DTXSID8033562,,,,,,,,,,624.702,624.702,,3.54486,,9.80976
8048,DTXSID8024658,,,,,,,,,,498.894,498.894,,7.6825,,16.2689
8049,DTXSID8045195,,,,,,,,,,547.745,547.745,,3.35054,,19.1919
8050,DTXSID40467198,,,,,,,,,,505.458,505.458,,3.5282,,16.6262
8052,DTXSID9037539,,,,,,,,12882.5,12882.5,1625.55,12875,,15.8443,10994,236.975
8053,DTXSID7051894,,,,,,,,,,250.224,250.224,,4.99612,,46.9089
8054,DTXSID60278268,,,,,,,,,,41.1283,41.1283,,3.5641,,4.78567
8056,DTXSID70218630,,,,,,,,,,31.1154,31.1154,,5.35304,,4.51169
8057,DTXSID00420183,,,,,,,,,,9310.52,9310.52,,4.21222,,221.061
8059,DTXSID7046702,,,,,,,,,,199.692,199.692,,145.03,,3.44951
8060,DTXSID5027352,,,,,,,,,,696.807,696.807,,6.42385,,887.329
8064,DTXSID1074620,,,,,,,,,,65.6366,65.6366,,4.28822,,3.47415
8067,DTXSID9052347,,,,,,,,,,110.305,110.305,,3.54719,,13.5836
8068,DTXSID40469894,,,,,,,,,,62.9329,62.9329,,3.33757,,5.01497
8069,DTXSID5062556,,,,,,,,,,20480.2,20480.2,,3.70765,,104.13
8070,DTXSID3029289,,,,,,,,,,64.3809,64.3809,,4.05278,,3.32464
8071,DTXSID0049284,,,,,,,,,,103.771,103.771,,5.81187,,356.509
8072,DTXSID5042081,,,,,,,,,,4990.25,4990.25,,3.35085,,121.094
8073,DTXSID8026309,,,,,,,,,,72.7194,72.7194,,9.25578,,7.86396
8076,DTXSID3032541,,,,,,,,,,960.466,960.466,,4.96851,,53.0834
8077,DTXSID9073886,,,,,,,,,,834.615,834.615,,4.09103,724.436,593.582
8078,DTXSID40864406,,,,,,,,,,96.4682,96.4682,,3.35493,,1.48921
8079,DTXSID1048677,,,,,,,,,,35.9345,35.9345,,12.8426,,9.51551
8080,DTXSID1041427,,,,,,,,,,2.7304,2.7304,,4.59807,,2.66022
8082,DTXSID20460723,,,,,,,,,,457.813,457.813,,31.5494,,64.3562
8083,DTXSID4023591,,,,,,,,,,673.156,673.156,,256.396,,7.27975
8084,DTXSID8044414,,,,,,,,,,45.1072,45.1072,,4.61158,,2.39683
8086,DTXSID30342425,,,,,,,,,,198.541,198.541,,4.51598,,54.1444
8087,DTXSID50434513,,,,,,,,,,28.1931,28.1931,,4.25978,,1.06202
8088,DTXSID3052278,,,,,,,,32.3594,32.3594,32.4131,32.4131,,4.51801,,8.03413
8089,DTXSID7042194,,,,,,,,,,8617.27,8617.27,,69.3827,,987.17
8091,DTXSID5052173,,,,,,,,,,18987.8,18987.8,,15.0116,,25.5212
8093,DTXSID0047874,,,,,,,,,,34035.4,34035.4,,3.5504,,1457.9
8095,DTXSID7048295,,,,,,,,,,60200.5,60200.5,,3.55151,,4.44689
8096,DTXSID7021360,,,,,,,,117.49,117.49,117.115,233.884,1.99986,2.0148,796.553,35.5171
8097,DTXSID10187311,,,,,,,,,,6064.77,6064.77,,3.36042,,197.283
8098,DTXSID2021816,,,,,,,,,,27.2344,27.2344,,4.61791,,3.56951
8099,DTXSID7021524,,,,,,,,,,14.6024,14.6024,,6.11929,,7.60889
8100,DTXSID9063613,,,,,,,,,,13945.3,13945.3,,5.7028,,325.826
8101,DTXSID0067848,,,,,,,,,,234.954,234.954,,4.46885,,50.149
8102,DTXSID9041990,,,,,,,,,,274.695,274.695,,4.62222,,3.71189
8103,DTXSID50238710,,,,,,,,,,158050,158050,,4.731,,11.2747
8104,DTXSID0044369,,,,,,,,,,71.0512,71.0512,,4.99353,,4.02273
8106,DTXSID1043881,,,,,,,,,,793.98,793.98,,5.34064,,154.329
8107,DTXSID0034227,,,,,,,,,,144.583,144.583,,5.17405,,7.71278
8109,DTXSID30163798,,,,,,,,,,241774,241774,,4.23198,,64.2205
8110,DTXSID7021784,,,,,,,,,,250.17,250.17,,14.6085,,23.2082
8111,DTXSID90888995,,,,,,,,,,304.703,304.703,,8.32202,,26.2725
8112,DTXSID60702972,,,,,,,,,,1557.62,1557.62,,4.50896,,124.541
8113,DTXSID9059418,,,,,,,,,,32.3316,32.3316,,3.67506,,1.57502
8115,DTXSID9023043,,,,,,,,,,978.316,978.316,,5.25365,,32.1862
8116,DTXSID7022837,,,,,,,,,,518.042,518.042,,46.7381,,80.3649
8117,DTXSID0068494,,,,,,,,,,10287.1,10287.1,,17.5646,,216.143
8118,DTXSID8040698,,,,,,,,,,482.732,482.732,,4.58407,,12.4369
8120,DTXSID2043951,,,,,,,,,,176.369,176.369,,3.53404,,5.94927
8122,DTXSID6073491,,,,,,,,25118.9,25118.9,25191,25191,,18.1849,13830.1,13103.5
8123,DTXSID7038864,,,,,,,,,,34579.9,34579.9,,55.6318,,1648.69
8124,DTXSID6025149,,,,,,,,,,62.3128,62.3128,,4.81814,,7.35355
8125,DTXSID4020240,,,,,,,,,,18.4077,25.3476,,4.5741,,2.13781
8126,DTXSID5040461,,,,,,,,,,11.3632,11.3632,,4.29556,,4.60791
8127,DTXSID00509381,,,,,,,,,,70.2827,70.2827,,4.88714,,8.09943
8128,DTXSID6040290,,,,,,,,501.187,501.187,500.095,500.095,,3.5214,,49.3471
8131,DTXSID00275711,,,,,,,,,,275.167,275.167,,3.53404,,10.103
8132,DTXSID80382639,,,,,,,,,,38.6162,38.6162,,3.53263,,12.8943
8134,DTXSID7020689,,,,,,,,,,90.9984,3917.42,,18.1407,325.931,436.691
8135,DTXSID5022518,,,,,,,,,,25625.9,25625.9,,5.53555,,1603.69
8136,DTXSID3064302,,,,,,,,,,32629.8,32629.8,,43.8907,,3193.12
8137,DTXSID20198756,,,,,,,,,,53.0888,53.0888,,4.48704,,2.54486
8138,DTXSID9025291,,,,,,,,,,68.0624,68.0624,,4.47218,,55.2316
8139,DTXSID10629100,,,,,,,,,,2530.86,2530.86,,3.52736,,13.5697
8140,DTXSID0040701,,,,,,,,,,329.289,329.289,,3.81668,,2.44549
8141,DTXSID9048140,,,,,,,,,,315.395,315.395,,3.35289,,27.5661
8143,DTXSID1029257,,,,,,,,,,4740.45,4740.45,,21.1742,,383.257
8145,DTXSID3057698,,,,,,,,,,66.2718,66.2718,,3.55078,,3.25458
8146,DTXSID3027299,,,,,,,,,,20553.6,20553.6,,197.363,,26.6548
8147,DTXSID5029265,,,,,,,,,,197.73,197.73,,4.64265,,24.1184
8149,DTXSID70548984,,,,,,,,,,1847.12,1847.12,,5.13517,,147.013
8150,DTXSID6046555,,,,,,,,,,1178.47,1178.47,,4.90042,,124.893
8151,DTXSID0022694,,,,,,,,,,1246.63,1246.63,,41.1204,,902.018
8152,DTXSID6021296,,,,,,,,,,1946.59,1946.59,,3.54986,,6.0762
8153,DTXSID90897461,,,,,,,,,,1647,1647,,4.26655,,16.3214
8154,DTXSID5073901,,,,,,,,,,287.832,287.832,,3.67565,,17.3992
8155,DTXSID9032533,,,,,,,,,,2633.95,7906.79,,4.44792,,1689.11
8156,DTXSID5066453,,,,,,,,,,498.344,498.344,,4.87903,,1.63562
8157,DTXSID50432418,,,,,,,,,,331.019,331.019,,4.49417,,32.5479
8158,DTXSID40215858,,,,,,,,,,47.528,47.528,,7.71477,,8.7695
8159,DTXSID8026773,,,,,,,,,,9.78622,9.78622,,4.44245,,2.80477
8160,DTXSID5045623,,,,,,,,,,976.445,976.445,,7.55816,,6.06491
8161,DTXSID3048237,,,,,,,,,,75.5697,75.5697,,4.12228,,2.40561
8162,DTXSID80558519,,,,,,,,,,45026.2,45026.2,,27.9401,,51318.7
8163,DTXSID8067361,,,,,,,,,,100769,100769,,10.6146,,19.0911
8164,DTXSID7023221,,,,,,,,,,219.589,219.589,,3.74002,,46.3816
8165,DTXSID8026725,,,,,,,,,,4239.72,4239.72,,7.28006,,88.0003
8166,DTXSID3044461,,,,,,,,,,109.59,109.59,,2.55778,,10.7718
8168,DTXSID3020679,,,,,,,,23988.3,23988.3,23997.2,55847,,146.66,9311.75,5368.74
8169,DTXSID4024193,,,,,,,,537.032,537.032,140.605,534.402,,3.53818,,59.8727
8170,DTXSID50594924,,,,,,,,,,35625.9,35625.9,,3.55582,,1355.91
8172,DTXSID60865612,,,,,,,,,,55.395,55.395,,4.54918,,3.72425
8174,DTXSID2026157,,,,,,,,,,30.0949,30.0949,,4.47633,,32.1901
8175,DTXSID00862463,,,,,,,,,,475838,475838,,94.9114,,78.7359
8176,DTXSID3021431,,,,,,,,,,18.3231,23.6504,,4.12439,,2.96705
8179,DTXSID0048898,,,,,,,,,,201.438,201.438,,5.66964,,4.83551
8180,DTXSID5023582,,,,,,,,,,135389,135389,,28.3202,,10.6307
8182,DTXSID7045287,,,,,,,,,,107.326,107.326,,3.36341,,2.0585
8183,DTXSID1045871,,,,,,,,,,6498.22,6498.22,,4.51304,,6.99472
8184,DTXSID0047959,,,,,,,,,,772.439,772.439,,5.4298,2958.57,1423.23
8185,DTXSID40864365,,,,,,,,,,265.241,265.241,,3.67614,,134.896
8186,DTXSID0022569,,,,,,,,,,111307,111307,,95.8838,,471.027
8189,DTXSID80218626,,,,,,,,,,12.7969,12.7969,,4.13319,,2.26572
8191,DTXSID8044961,,,,,,,,,,6785.15,6785.15,,5.66749,,4.71173
8192,DTXSID40959265,,,,,,,,,,116.352,116.352,,3.95668,,51.3175
8193,DTXSID4024222,,,,,,,,,,4.05509,4.43165,,4.07718,,2.26673
8194,DTXSID7046627,,,,,,,,,,243636,243636,,5.68882,,23.2465
8195,DTXSID4027236,,,,,,,,,,341.907,370.681,,3.56058,,13.0154
8197,DTXSID90196648,,,,,,,,,,6.20502,6.20502,,4.44236,,2.0499
8198,DTXSID8023058,,,,,,,,,,328.902,328.902,,3.53825,,9.73749
8199,DTXSID6061315,,,,,,,,,,434.916,434.916,,5.54034,,6.35194
8200,DTXSID1058761,,,,,,,,,,71.4196,71.4196,,12.3709,,2.56031
8201,DTXSID1037197,,,,,,,,,,55.7323,55.7323,,4.49514,,2.87653
8202,DTXSID5044992,,,,,,,,,,18265.2,18265.2,,7.46664,,604.321
8203,DTXSID40196219,,,,,,,,,,36.4308,36.4308,,3.55144,,5.21188
8204,DTXSID3025469,,,,,,,,,,11.4841,11.4841,,4.44316,,4.38668
8205,DTXSID40891459,,,,,,,,,,1275.45,1275.45,,4.91162,,20.5611
8206,DTXSID7023485,,,,,,,,,,182.932,182.932,,4.77641,,3.34722
8207,DTXSID1021164,,,,,,,,,,8.35731,8.35731,,16.2066,3.89045,2.42473
8208,DTXSID3032549,,,,,,,,,,1018.59,4716.54,,6.36354,,68.4597
8209,DTXSID3032464,,,,,,,,1071.52,1071.52,1072.3,1936.42,,3.35498,181.55,641.048
8212,DTXSID60862525,,,,,,,,,,89.8381,89.8381,,4.44484,,2.18976
8213,DTXSID6059990,,,,,,,,,,101858,101858,,5.45455,,93205.1
8214,DTXSID1052585,,,,,,,,,,757.037,757.037,,5.69112,,93.8047
8215,DTXSID60216887,,,,,,,,,,146.823,146.823,,4.69615,,1.92563
8216,DTXSID0042614,,,,,,,,,,3829.53,3829.53,,9.03748,,14.6879
8217,DTXSID6058001,,,,,,,,,,3214.19,3214.19,,325.406,,2.87158
8219,DTXSID5023293,,,,,,,,,,87.8821,87.8821,,3.52382,,6.42419
8220,DTXSID0022642,,,,,,,,,,292.374,292.374,,5.69701,,5.19784
8221,DTXSID9026633,,,,,,,,,,63.387,90.5427,,12.2134,,12.9
8222,DTXSID5048689,,,,,,,,,,20067.3,20067.3,,147.602,,19.7719
8223,DTXSID60952773,,,,,,,,,,35.4512,35.4512,,3.98639,,7.53697
8224,DTXSID7044342,,,,,,,,,,137.795,137.795,,4.23826,,33.9559
8225,DTXSID5073119,,,,,,,,,,261.556,261.556,,3.6757,,52.1046
8226,DTXSID50173071,,,,,,,,,,54.2056,54.2056,,3.5337,,6.5644
8227,DTXSID8046535,,,,,,,,,,58.8913,58.8913,,4.0642,,15.9653
8228,DTXSID50736468,,,,,,,,,,424.168,424.168,,3.35362,,7.88318
8229,DTXSID3020885,,,,,,,,,,5.78273,5.78273,,4.25928,,1.87485
8230,DTXSID00896622,,,,,,,,,,132975,132975,,7.22386,,2938.56
8231,DTXSID2022670,,,,,,,,,,94930.2,94930.2,,149.201,,7.10982
8232,DTXSID9026500,,,,,,,,,,287.019,287.019,,3.72259,,678.369
8233,DTXSID1025148,,,,,,,,676.083,676.083,672.576,672.576,,5.37083,,12.7705
8234,DTXSID5020316,,,,,,,,,,40.5855,156.675,,8.30386,,18.0553
8235,DTXSID7023431,,,,,,,,,,8917.18,8917.18,,6.25327,,9.69817
8237,DTXSID8021939,,,,,,,,,,44.3384,44.3384,,5.51144,,36.2297
8238,DTXSID50532487,,,,,,,,,,127.451,127.451,,11.1804,,2.74199
8240,DTXSID6021905,,,,,,,,,,11.024,11.024,,4.43706,,4.42023
8241,DTXSID30379857,,,,,,,,,,39764.1,39764.1,,3.67832,,689.731
8242,DTXSID7021869,,,,,,,,501.187,501.187,146.218,496.019,,5.33887,10,10.2202
8243,DTXSID2024113,,,,,,,,870.964,870.964,870.179,1030.39,,211.048,,317.868
8244,DTXSID70893623,,,,,,,,,,37.7518,37.7518,,4.07089,,2.42585
8245,DTXSID80869531,,,,,,,,,,20551.7,20551.7,,51.6611,,27.7835
8246,DTXSID4026711,,,,,,,,,,1879.41,1879.41,,6.69842,478.63,413.513
8247,DTXSID40722219,,,,,,,,,,136394,136394,,13.753,,41.0634
8249,DTXSID0036479,,,,,,,,,,101050,101050,,13.4512,,80.9024
8250,DTXSID1026665,,,,,,,,36.3078,36.3078,36.2453,49.3174,,4.44318,,2.50828
8251,DTXSID4041363,,,,,,,,,,118.893,118.893,,3.55293,,4.78171
8252,DTXSID4041783,,,,,,,,181.97,181.97,182.39,182.39,,12.9135,,8.5429
