sus_id,DTXSID,usepa_formula,usepa_wikipedia,usepa_wikipedia_url,usepa_Log_Kow_experimental,usepa_Log_Kow_predicted,usepa_solubility_experimental,usepa_solubility_predicted,usepa_Koc_min_experimental,usepa_Koc_max_experimental,usepa_Koc_min_predicted,usepa_Koc_max_predicted,usepa_Life_experimental,usepa_Life_predicted,usepa_BCF_experimental,usepa_BCF_predicted
1,DTXSID60144515,,,,,,,,,,283.378,283.378,,3.35954,,3.02301
2,DTXSID9045265,,,,,,,,,,290.239,290.239,,3.35722,,4.16407
3,DTXSID1023609,,,,,,,,,,16.4261,16.4261,,2.53027,,1.20965
4,DTXSID0023612,,,,,,,,,,194.906,194.906,,3.35842,,2.12216
5,DTXSID5023615,,,,,,,,,,149.166,149.166,,3.17228,,2.05883
6,DTXSID5023617,,,,,,,,,,176.888,176.888,,3.36133,,5.02459
7,DTXSID4023622,,,,,,,,,,32.3034,32.3034,,3.86552,,1.84258
9,DTXSID2046701,,,,,,,,,,137314,137314,,97.1245,,44.7336
10,DTXSID4057768,,,,,,,,,,399.59,399.59,,3.53675,,4.00703
11,DTXSID3057773,,,,,,,,,,72.1802,72.1802,,3.34586,,31.2286
12,DTXSID8041793,,,,,,,,,,281.436,281.436,,13.9409,,103.269
13,DTXSID6046264,,,,,,,,,,105.546,105.546,,4.62637,,7.87499
14,DTXSID80881410,,,,,,,,,,1171.66,1171.66,,8.71354,,79.0705
15,DTXSID9046813,,,,,,,,,,1725.87,1725.87,,3.36125,,181.85
16,DTXSID3048283,,,,,,,,,,909.157,909.157,,3.54713,,26.7576
17,DTXSID7048378,,,,,,,,,,994.706,994.706,,6.2864,,17.9436
18,DTXSID1020803,,,,,,,,,,42.6217,42.6217,,3.36104,,1.33171
19,DTXSID60514274,,,,,,,,,,290.029,290.029,,3.54683,,7.98976
20,DTXSID0048345,,,,,,,,,,76.077,76.077,,3.3466,,4.14608
21,DTXSID6022686,,,,,,,,,,896.501,896.501,,45.1874,,80.2774
23,DTXSID90891424,,,,,,,,,,1683.34,1683.34,,14.0295,,12.1819
24,DTXSID7045998,,,,,,,,,,90610,90610,,88.4654,,8.79309
25,DTXSID3023215,,,,,,,,,,60.3036,60.3036,,36.8012,,1.85672
26,DTXSID6022973,,,,,,,,,,1438.64,1438.64,,3.54729,,12.0147
27,DTXSID1045166,,,,,,,,,,330.5,330.5,,4.85745,,13.561
28,DTXSID30878592,,,,,,,,,,21450,21450,,98.1053,,5.16882
29,DTXSID5021209,,,,,,,,,,35.1322,55.2077,,3.5154,,2.06849
30,DTXSID6023577,,,,,,,,,,4438.07,4438.07,,67.9573,140.75,996.969
31,DTXSID6023737,,,,,,,,,,652.726,652.726,,3.35698,99.8238,56.41
32,DTXSID7022594,,,,,,,,,,6565.87,6565.87,,4.36017,,342.416
33,DTXSID8045193,,,,,,,,,,1290.55,1290.55,,3.36033,,14.9906
34,DTXSID7023225,,,,,,,,,,1535.77,1535.77,,4.27584,,93.5696
35,DTXSID8022826,,,,,,,,,,2401.14,2401.14,,3.54788,,102.782
36,DTXSID9023388,,,,,,,,,,506.877,506.877,,47.7782,,17.0219
37,DTXSID3023425,,,,,,,,,,1872.49,1872.49,,3.54791,150.938,52.1286
38,DTXSID6022844,,,,,,,,,,932.464,932.464,,5.3147,,243.6
40,DTXSID6046761,,,,,,,,,,63602.8,63602.8,,13.9164,,18.6455
41,DTXSID5023372,,,,,,,,,,856.002,856.002,,5.26333,,11.7584
42,DTXSID4046022,,,,,,,,,,682.924,682.924,,4.5437,,85.7857
43,DTXSID7022596,,,,,,,,,,37.2545,37.2545,,3.35865,,10.9218
44,DTXSID9023049,,,,,,,,,,1273.7,1273.7,,3.36212,,151.964
45,DTXSID40891434,,,,,,,,,,172.06,172.06,,6.25108,,40.5962
46,DTXSID60467650,,,,,,,,,,299.315,299.315,,36.9323,,18.0608
48,DTXSID60236666,,,,,,,,,,7256.43,7256.43,,73.3419,,1149.26
49,DTXSID60182154,,,,,,,,,,41314.9,41314.9,,88.1398,,62.7727
50,DTXSID6021327,,,,,,,,,,67102.8,67102.8,,85.1503,,331.751
51,DTXSID00891435,,,,,,,,,,66.0289,66.0289,,4.20849,,1.77481
52,DTXSID1023231,,,,,,,,,,829.859,829.859,,30.5389,,18.8328
53,DTXSID80891438,,,,,,,,,,327.949,327.949,,3.34765,,19.4479
54,DTXSID2020890,,,,,,,,138.038,138.038,15.6315,137.591,,3.53651,,1.60228
55,DTXSID4041230,,,,,,,,,,61.9646,61.9646,,4.29191,,2.41873
56,DTXSID70891442,,,,,,,,,,84.6026,84.6026,,3.52964,,5.2609
57,DTXSID1037806,,,,,,,,,,8.60994,32.1556,,8.35163,,2.16181
58,DTXSID6037483,,,,,,,,,,298.449,298.449,,4.28771,,8.51853
59,DTXSID30891443,,,,,,,,,,229.195,229.195,,3.35651,,14.2108
60,DTXSID8045012,,,,,,,,,,31.137,31.137,,9.1436,,6.26212
61,DTXSID1073153,,,,,,,,,,48.6717,48.6717,,4.1354,,1.25429
63,DTXSID4037580,,,,,,,,,,9.92123,9.92123,,3.54975,,0.770725
64,DTXSID8023846,,,,,,,,1.99526,1.99526,2.01033,3.58096,,3.55577,0.0443286,1.76032
65,DTXSID9034816,,,,,,,,1,1,1.00779,1.00779,,4.13837,,1.01959
66,DTXSID8020620,,,,,,,,1513.56,1513.56,1247.38,1511.89,,4.54476,252.627,213.822
67,DTXSID8023848,,,,,,,,208.93,208.93,209.152,290.402,,4.88397,,43.137
68,DTXSID5024211,,,,,,,,575.44,575.44,575.265,619.441,,3.35852,,72.3367
69,DTXSID0034518,,,,,,,,1513.56,1513.56,481.948,1516.08,,4.4794,,28.3518
70,DTXSID9047209,,,,,,,,,,60.1044,60.1044,,137.312,,17.2779
71,DTXSID4027997,,,,,,,,39.8107,39.8107,39.861,78.5236,,4.91273,,7.25243
72,DTXSID2043874,,,,,,,,,,45.4479,45.4479,,4.5313,,5.18741
73,DTXSID0040961,,,,,,,,,,12.6354,12.6354,,3.52586,,1.38984
74,DTXSID4021135,,,,,,,,,,3802.69,3802.69,,22.5502,,83.4727
75,DTXSID3041742,,,,,,,,,,14859.8,14859.8,,36.9098,,236.281
76,DTXSID1035028,,,,,,,,,,182.96,182.96,,4.66515,,2.96652
77,DTXSID7021815,,,,,,,,194.984,194.984,266.927,266.927,,13.3122,53.5448,27.8909
78,DTXSID7045522,,,,,,,,,,2161.44,2161.44,,3.54643,,9.53576
79,DTXSID9020035,,,,,,,,,,48775.5,48775.5,,3.35926,,2.42157
81,DTXSID80891796,,,,,,,,,,18280.6,18280.6,,3.36106,,2.38172
82,DTXSID40891797,,,,,,,,,,9477.69,9477.69,,4.75764,,1.47409
83,DTXSID0039223,,,,,,,,31.6228,31.6228,31.643,31.989,,3.54517,0.8925,6.10483
84,DTXSID6023862,,,,,,,,2.63027,2.63027,2.64411,2.64411,,4.65414,,1.0197
85,DTXSID1033161,,,,,,,,3.63078,3.63078,3.64936,3.64936,,4.47601,,3.55123
86,DTXSID9022609,,,,,,,,,,132077,132077,,99.8145,,95.6015
87,DTXSID80950731,,,,,,,,,,1153.13,1153.13,,3.55057,,19.2953
88,DTXSID2045361,,,,,,,,,,1186.68,1186.68,,4.50959,,26.8044
89,DTXSID3048730,,,,,,,,,,77731.9,77731.9,,107.189,,10.7887
90,DTXSID2041620,,,,,,,,33.1131,33.1131,33.3483,33.3483,,4.58093,,2.72226
92,DTXSID5023900,,,,,,,,512.861,512.861,145.546,512.247,,4.6335,,6.66515
93,DTXSID3029572,,,,,,,,,,769.428,769.428,,3.35934,,37.5985
94,DTXSID9032329,,,,,,,,1000,1000,1000.26,1976.97,,201.543,,140.292
95,DTXSID10860430,,,,,,,,,,580.146,580.146,,4.29554,,197.18
96,DTXSID1040320,,,,,,,,10000,10000,4102.04,9944.97,,3.53895,,551.47
97,DTXSID2037502,,,,,,,,,,796.755,877.001,,3.36207,,350.445
98,DTXSID50962083,,,,,,,,,,333.358,333.358,,6.11702,,27.8679
99,DTXSID8020202,,,,,,,,,,53750.5,53750.5,,98.5093,,7.80645
100,DTXSID401009368,,,,,,,,,,1447.32,1447.32,,6.89035,,52.49
101,DTXSID3032337,,,,,,,,9549.93,9549.93,9539.45,9539.45,,3.55332,241.571,303.989
102,DTXSID7037505,,,,,,,,,,396.293,1534.62,,141.323,,79.6026
105,DTXSID00894103,,,,,,,,,,5413.53,5413.53,,145.436,,6.65932
106,DTXSID0023955,,,,,,,,109.648,109.648,109.606,1857.8,,4.27962,,21.1638
107,DTXSID7023980,,,,,,,,154.882,154.882,123.88,154.781,,4.27775,32.3333,4.16847
110,DTXSID30959274,,,,,,,,,,302.705,302.705,,3.95346,,89.9194
111,DTXSID6045907,,,,,,,,,,45656.9,45656.9,,147.631,,19.1622
112,DTXSID6032354,,,,,,,,,,966.979,2018.37,,4.87401,,221.702
113,DTXSID3041794,,,,,,,,,,1303.77,4988.84,,4.47154,,369.931
114,DTXSID5022853,,,,,,,,,,275.82,275.82,,35.4534,,5.22955
115,DTXSID5041805,,,,,,,,,,843.413,843.413,,4.86523,,171.792
116,DTXSID0057918,,,,,,,,,,541.746,541.746,,34.3317,,10.9192
117,DTXSID0032601,,,,,,,,,,155.239,182.12,,3.44831,,69.9054
118,DTXSID1032359,,,,,,,,,,2171.4,3111.72,,4.02791,,92.0686
119,DTXSID5037521,,,,,,,,30.903,30.903,30.8865,30.8865,,3.94115,4.46433,7.57701
120,DTXSID3020382,,,,,,,,,,91.3667,91.3667,,87.4749,,4.79827
121,DTXSID6041842,,,,,,,,,,227.139,227.139,,3.35214,,4.36629
122,DTXSID60298360,,,,,,,,,,378.402,378.402,,17.7034,,13.1352
123,DTXSID8040274,,,,,,,,,,1871.38,1871.38,,4.76383,,1309.69
124,DTXSID1022928,,,,,,,,,,141.809,141.809,,3.65172,,3.22929
125,DTXSID3041873,,,,,,,,,,607.633,607.633,,3.35337,,12.026
126,DTXSID5020497,,,,,,,,,,43.254,43.254,,4.46963,,3.19068
127,DTXSID5031133,,,,,,,,,,258.745,258.745,,4.31222,,13.5774
128,DTXSID80153164,,,,,,,,,,86824.1,86824.1,,17.9132,,10.3631
129,DTXSID0048977,,,,,,,,,,33001.1,33001.1,,30.5885,,10.3016
130,DTXSID3037545,,,,,,,,,,123.851,123.851,,3.52829,,6.94238
131,DTXSID80968033,,,,,,,,,,132.96,132.96,,3.34675,,1.90113
132,DTXSID20968032,,,,,,,,,,153.657,153.657,,3.33747,,9.09011
133,DTXSID8034586,,,,,,,,,,1582.27,75509.2,,4.44981,,3733.71
134,DTXSID3024102,,,,,,,,323.594,323.594,291.072,323.068,,5.11766,16,62.2231
135,DTXSID2032390,,,,,,,,602.56,602.56,603.316,799.834,,25.8118,,205.6
136,DTXSID8032548,,,,,,,,,,891.163,1503.14,,3.35388,,159.393
137,DTXSID2032392,,,,,,,,9549.93,9549.93,3198.9,9511.02,,5.14987,,264.295
138,DTXSID40161482,,,,,,,,,,197.502,197.502,,3.81619,,4.69542
139,DTXSID0036633,,,,,,,,,,620.233,620.233,,3.52764,,75.2243
140,DTXSID0024002,,,,,,,,,,17263.6,42266.9,,3.5427,,334.384
141,DTXSID1041974,,,,,,,,,,306.591,306.591,,3.67961,,18.9973
142,DTXSID3034610,,,,,,,,,,63.5882,218.273,,4.62718,,2.14471
143,DTXSID8024107,,,,,,,,707.946,707.946,635.331,710.721,,3.55422,13.883,68.1452
144,DTXSID4041995,,,,,,,,,,4991.96,4991.96,,3.36124,,18.9326
145,DTXSID6020644,,,,,,,,,,16008.1,16008.1,,4.67409,,3.37935
146,DTXSID80891857,,,,,,,,,,16443.2,16443.2,,4.62603,,3.42855
147,DTXSID4048016,,,,,,,,,,264.03,264.03,,5.68394,,2.31093
148,DTXSID3052725,,,,,,,,,,714.35,714.35,,4.72437,,12.7868
149,DTXSID30870359,,,,,,,,,,350.402,350.402,,4.66595,,1.91991
150,DTXSID9058492,,,,,,,,,,6000.3,6000.3,,5.13488,,89.6955
151,DTXSID7024299,,,,,,,,6165.95,6165.95,3419.79,6153.81,,35.0283,,619.116
152,DTXSID30878799,,,,,,,,,,80.2369,80.2369,,4.26362,,4.30988
153,DTXSID60891810,,,,,,,,,,312.872,312.872,,8.41753,,1.81779
155,DTXSID90188664,,,,,,,,,,58.7792,58.7792,,4.30013,,3.86671
156,DTXSID50959271,,,,,,,,,,114.392,114.392,,4.08187,,22.4379
157,DTXSID20197426,,,,,,,,,,37.7474,37.7474,,3.54044,,1.369
159,DTXSID8032417,,,,,,,,602.56,602.56,601.467,1059.25,,3.35405,97.8871,164.651
160,DTXSID7040235,,,,,,,,,,,,,,229.5,
161,DTXSID8023183,,,,,,,,,,31567.2,31567.2,,13.5352,,9.93131
163,DTXSID0060149,,,,,,,,,,1225.08,1225.08,,19.3175,,295.682
164,DTXSID10914886,,,,,,,,,,1061.26,1061.26,,3.54544,,3.15006
165,DTXSID7058173,,,,,,,,,,1367,1367,,3.35264,,18.8948
166,DTXSID0058144,,,,,,,,,,7.27143,7.27143,,3.81609,,3.09203
167,DTXSID30863589,,,,,,,,,,128.879,128.879,,3.2837,,7.37829
169,DTXSID4048561,,,,,,,,,,89545.6,89545.6,,44.0115,,6.81869
171,DTXSID3048491,,,,,,,,,,1984.15,1984.15,,7.48917,,6.79137
172,DTXSID0023379,,,,,,,,,,557697,557697,,97.467,,55.3296
173,DTXSID2046707,,,,,,,,,,135962,135962,,102.647,,11.3239
174,DTXSID8041080,,,,,,,,,,268.598,268.598,,4.49762,,43.3016
175,DTXSID5020944,,,,,,,,,,17.3209,17.3209,,3.54488,,1.8122
177,DTXSID10188525,,,,,,,,,,22372,22372,,87.239,,91.9355
179,DTXSID1034260,,,,,,,,,,1.2388,538.462,,147.805,0.403333,3.33778
180,DTXSID8034324,,,,,,,,,,343.836,343.836,,5.73629,812.831,466.832
181,DTXSID3023502,,,,,,,,,,8798.86,8798.86,,94.7864,,7.43886
182,DTXSID7045021,,,,,,,,,,268.644,268.644,,4.88021,,5.14647
184,DTXSID9023889,,,,,,,,512.861,512.861,514.833,5457.58,,4.88654,,172.951
186,DTXSID4045898,,,,,,,,,,2623.98,2623.98,,3.54806,,1.92288
188,DTXSID6021298,,,,,,,,,,448.734,448.734,,12.8004,,40.6521
189,DTXSID0034223,,,,,,,,,,799.499,799.499,,3.35154,11.5659,64.2392
190,DTXSID0034776,,,,,,,,5011.87,5011.87,5003.79,5003.79,,5.69754,435.389,509.203
191,DTXSID8042478,,,,,,,,,,776.279,1510.08,,6.21953,,257.157
192,DTXSID7024376,,,,,,,,213.796,213.796,214.129,837.529,,4.70744,,70.0123
193,DTXSID4022315,,,,,,,,,,629.186,629.186,,6.14477,,11.3689
194,DTXSID9037616,,,,,,,,,,68.2844,68.2844,,4.93048,,1.81597
195,DTXSID0023589,,,,,,,,,,97.1125,97.1125,,3.35124,,2.38539
196,DTXSID6023525,,,,,,,,,,251.401,251.401,,3.3467,,15.4481
197,DTXSID2023309,,,,,,,,,,1278.79,1278.79,,4.46649,,25.0514
198,DTXSID7044130,,,,,,,,,,114.994,114.994,,3.36135,,2.3302
199,DTXSID6021290,,,,,,,,,,143.384,143.384,,3.36183,,2.08908
200,DTXSID1023607,,,,,,,,,,52.5961,52.5961,,4.28747,,2.02556
201,DTXSID8026068,,,,,,,,,,266.905,266.905,,3.34444,,2.09031
202,DTXSID3043996,,,,,,,,,,31497.4,31497.4,,13.6689,,5.01444
203,DTXSID4022991,,,,,,,,,,44309.1,44309.1,,15.5323,,3.3669
204,DTXSID8030760,,,,,,,,,,43410.3,43410.3,,15.2326,,6.21404
206,DTXSID8041117,,,,,,,,,,31300.3,31300.3,,13.5573,,10.0491
207,DTXSID4022731,,,,,,,,,,543.762,543.762,,6.54384,9.91783,20.7551
208,DTXSID7023510,,,,,,,,,,78.6003,78.6003,,3.34413,,1.58513
209,DTXSID8045191,,,,,,,,,,1022.39,1022.39,,4.48089,,8.73041
210,DTXSID2020892,,,,,,,,,,57.2788,57.2788,,4.4649,,2.76539
211,DTXSID3023712,,,,,,,,,,114.803,114.803,,4.23985,,30.5441
212,DTXSID6022923,,,,,,,,,,5738.4,5738.4,,4.67826,555.02,15.2338
213,DTXSID70860274,,,,,,,,,,554.684,554.684,,3.53487,,5.64167
214,DTXSID5020732,,,,,,,,,,139.326,139.326,,3.54647,4767.32,45.7879
215,DTXSID1040661,,,,,,,,,,86.588,86.588,,3.54835,,4.18396
216,DTXSID6020771,,,,,,,,,,696.301,696.301,,4.63937,,7.21593
217,DTXSID9020740,,,,,,,,,,393.512,393.512,,3.53995,,13.9224
218,DTXSID5023243,,,,,,,,,,704.546,704.546,,4.61291,,15.1101
219,DTXSID3029869,,,,,,,,,,13925.5,13925.5,,3.53465,,5.90906
220,DTXSID8024280,,,,,,,,2454.71,2454.71,748.17,2451.91,,4.24505,32.7375,179.486
221,DTXSID2021995,,,,,,,,,,191.917,191.917,,3.35859,2.39883,6.37045
222,DTXSID3022405,,,,,,,,,,429.818,429.818,,3.5364,68.0814,71.8652
223,DTXSID6023157,,,,,,,,,,48.1028,48.1028,,93.7393,,3.2497
224,DTXSID7037680,,,,,,,,,,305.26,305.26,,3.35443,,2.716
225,DTXSID3026067,,,,,,,,,,149.265,149.265,,3.35787,,2.50715
226,DTXSID40232106,,,,,,,,,,161.637,161.637,,4.64549,,2.81914
227,DTXSID0044521,,,,,,,,,,328.909,328.909,,27.2626,,3.4404
228,DTXSID1049061,,,,,,,,,,47.4437,47.4437,,95.6887,,5.43511
229,DTXSID1023158,,,,,,,,,,76.1604,76.1604,,94.6741,,5.45118
230,DTXSID0023163,,,,,,,,,,48.6557,48.6557,,34.8646,,5.41602
231,DTXSID2020006,,,,,,,,,,47.6476,47.6476,,3.55113,,6.64666
232,DTXSID90891444,,,,,,,,,,131.977,131.977,,5.12832,,1.70045
233,DTXSID50142848,,,,,,,,,,272.261,272.261,,5.70485,,1.60668
234,DTXSID00155362,,,,,,,,,,290.216,290.216,,4.64973,,1.29607
235,DTXSID40891439,,,,,,,,,,250.251,250.251,,3.54121,,1.37268
236,DTXSID0023901,,,,,,,,33.1131,33.1131,33.9068,128.233,,4.89764,13.4192,13.406
237,DTXSID4032376,,,,,,,,,,236.886,236.886,,3.34898,,40.4076
238,DTXSID5041691,,,,,,,,,,239.443,239.443,,5.44902,,28.2636
239,DTXSID3020207,,,,,,,,501.187,501.187,503.534,3155.01,,4.56927,60.8649,49.9829
240,DTXSID7032424,,,,,,,,,,57.7105,779.83,,3.54023,,1.93629
241,DTXSID4037530,,,,,,,,,,33.13,33.13,,3.53125,,2.07823
242,DTXSID50891445,,,,,,,,,,102.9,102.9,,4.64858,,9.83685
243,DTXSID4024195,,,,,,,,53.7032,53.7032,53.719,102.094,,3.54139,,37.6151
244,DTXSID4021268,,,,,,,,125.893,125.893,83.1764,126.139,,3.65866,3.8218,5.75488
245,DTXSID6037568,,,,,,,,,,80.3998,80.3998,,4.45456,,2.24439
246,DTXSID4022020,,,,,,,,39.8107,39.8107,39.8863,39.8863,,4.88671,3.21797,3.37421
247,DTXSID0020442,,,,,,,,45.7088,45.7088,45.9586,58.3445,,3.54877,19.3876,19.916
248,DTXSID4022448,,,,,,,,288.403,288.403,246.037,288.006,,4.88029,,40.6112
249,DTXSID4058156,,,,,,,,,,151.02,151.02,,3.35856,935.4,38.2522
250,DTXSID0020440,,,,,,,,169.824,169.824,169.177,169.177,,3.53597,,5.41088
251,DTXSID8052853,,,,,,,,104.713,104.713,104.646,104.646,,4.47625,,23.6152
252,DTXSID1022265,,,,,,,,190.546,190.546,190.919,542.001,,4.32015,34.9275,39.7009
253,DTXSID4024018,,,,,,,,31.6228,31.6228,27.1644,31.7015,,3.52026,,7.1101
254,DTXSID80173802,,,,,,,,,,77.5852,77.5852,,4.90597,,1.17246
255,DTXSID6037807,,,,,,,,,,108.893,213.153,,4.64287,,3.94377
256,DTXSID9034286,,,,,,,,,,52.9944,52.9944,,4.76066,,5.0963
257,DTXSID10891446,,,,,,,,,,225.346,225.346,,3.84912,,6.72823
258,DTXSID4027608,,,,,,,,208.93,208.93,209.524,209.524,,4.04673,5.8,13.6888
259,DTXSID10204592,,,,,,,,,,79.6066,79.6066,,3.54702,,11.262
260,DTXSID1042077,,,,,,,,,,100.356,100.356,,4.34177,104.66,12.3472
261,DTXSID0037495,,,,,,,,,,51.684,51.684,,3.34731,,6.21759
262,DTXSID9020112,,,,,,,,173.78,173.78,143.88,173.852,,4.90761,2544.66,10.6954
263,DTXSID2041468,,,,,,,,338.844,338.844,337.495,337.495,,3.11029,,22.0596
264,DTXSID9058230,,,,,,,,,,191.053,191.053,,3.3484,,3.77143
265,DTXSID0020446,,,,,,,,251.189,251.189,214.783,250.231,,4.50986,112.647,18.8319
266,DTXSID3042180,,,,,,,,288.403,288.403,288.103,288.103,,3.52572,,19.8755
267,DTXSID60197041,,,,,,,,,,54.5626,54.5626,,8.17389,,1.83746
268,DTXSID8026064,,,,,,,,,,91.576,91.576,,3.34817,,9.91871
269,DTXSID8049044,,,,,,,,,,238.126,238.126,,4.64773,,2.28249
270,DTXSID1025805,,,,,,,,,,706.605,706.605,,4.9625,722.5,25.9559
271,DTXSID5032523,,,,,,,,,,73.142,73.142,,3.74206,,3.95496
272,DTXSID3032416,,,,,,,,,,621.851,621.851,,3.18407,30376.9,21.6355
273,DTXSID0020232,,,,,,,,,,62.3044,62.3044,,3.8183,,1.59614
274,DTXSID90891449,,,,,,,,,,129.471,129.471,,3.52534,,14.2364
275,DTXSID0028038,,,,,,,,,,13.4558,149.969,,4.44738,,9.45873
276,DTXSID3024318,,,,,,,,707.946,707.946,606.736,707.383,,3.36382,37.034,37.0996
277,DTXSID9024194,,,,,,,,19.9526,19.9526,20.0971,95.9401,,3.53297,,34.9687
278,DTXSID7027756,,,,,,,,,,1059.01,1059.01,,4.51229,,74.6566
279,DTXSID1038321,,,,,,,,,,258.336,258.336,,4.82248,,9.57749
280,DTXSID9032113,,,,,,,,,,429.536,994.153,,3.17728,38.8,214.117
281,DTXSID3020627,,,,,,,,,,51.4268,51.4268,,4.51968,,13.8763
282,DTXSID7029871,,,,,,,,,,8280.13,8280.13,,20.599,,452.335
284,DTXSID7023067,,,,,,,,,,4259.22,4259.22,,3.54856,378,148.395
285,DTXSID2029874,,,,,,,,,,4807.1,4807.1,,3.54888,154.582,273.366
286,DTXSID8041030,,,,,,,,,,2098.6,2098.6,,3.54161,,12.0444
287,DTXSID6021117,,,,,,,,,,111.756,111.756,,3.35513,,12.0048
288,DTXSID00891450,,,,,,,,,,57.1889,57.1889,,4.96889,,2.2868
289,DTXSID3074735,,,,,,,,,,7.46239,7.46239,,23.7651,,1.626
290,DTXSID60182457,,,,,,,,,,108.018,108.018,,34.6669,,3.19875
291,DTXSID7024586,,,,,,,,,,55.4626,534.463,,8.45454,7.58578,9.59055
292,DTXSID5032315,,,,,,,,,,767.361,2562.01,,8.8293,1739.5,116.759
293,DTXSID1042445,,,,,,,,,,383.307,383.307,,3.81781,,6.95063
294,DTXSID20216888,,,,,,,,,,51.0741,51.0741,,4.61901,,2.43146
295,DTXSID1037567,,,,,,,,,,400.209,400.209,,4.7488,,9.78504
296,DTXSID1024621,,,,,,,,,,27.1455,27.1455,,6.10724,,2.10427
297,DTXSID4023416,,,,,,,,,,390.361,390.361,,4.28668,,4.23034
298,DTXSID6024464,,,,,,,,,,32.8735,32.8735,,3.86835,,3.782
299,DTXSID5044788,,,,,,,,,,1028.81,1028.81,,7.93445,,9.29564
300,DTXSID3059054,,,,,,,,,,669.468,669.468,,11.0612,,3.44433
301,DTXSID9044291,,,,,,,,,,46.016,46.016,,4.45662,,2.0826
302,DTXSID50171996,,,,,,,,,,51.9194,51.9194,,3.34752,,1.98377
303,DTXSID10881089,,,,,,,,,,6383.11,6383.11,,6.16754,,612.901
304,DTXSID5023037,,,,,,,,,,473026,473026,,95.8144,,73.0898
305,DTXSID60891451,,,,,,,,,,191.329,191.329,,5.14543,,8.73469
306,DTXSID2037552,,,,,,,,,,109.638,109.638,,3.5401,,2.09526
307,DTXSID20891452,,,,,,,,,,122.567,122.567,,4.90966,,8.49679
308,DTXSID8037592,,,,,,,,,,90.6799,90.6799,,3.54889,,2.13165
309,DTXSID6062547,,,,,,,,,,142.647,142.647,,4.62312,,1.42392
310,DTXSID8037594,,,,,,,,602.56,602.56,600.589,600.589,,4.62312,,4.40254
311,DTXSID7058171,,,,,,,,,,290.695,290.695,,4.92027,,10.049
312,DTXSID2075392,,,,,,,,,,135.21,135.21,,4.83673,,23.1103
313,DTXSID9041152,,,,,,,,,,157282,157282,,8.73039,,198.956
314,DTXSID70881080,,,,,,,,,,318.929,318.929,,3.53478,,2.99946
315,DTXSID50212792,,,,,,,,,,63.8061,63.8061,,3.52706,,1.24514
316,DTXSID80891453,,,,,,,,,,35.9074,35.9074,,3.50122,,2.98861
317,DTXSID4057928,,,,,,,,,,292.919,292.919,,4.6571,,66.106
318,DTXSID20864888,,,,,,,,,,111.17,111.17,,4.63783,,3.76308
319,DTXSID7020504,,,,,,,,,,564.014,564.014,,4.91151,,8.19551
320,DTXSID1040245,,,,,,,,,,27.9357,27.9357,,4.38893,,0.829934
321,DTXSID8034823,,,,,,,,,,484.172,2569.29,,13.696,,86.6476
322,DTXSID00891455,,,,,,,,,,72.5794,72.5794,,3.5395,,2.77429
323,DTXSID4024274,,,,,,,,263.027,263.027,121.339,262.891,,4.4824,,24.8916
324,DTXSID2032552,,,,,,,,,,1264.74,1766.01,,3.54132,,54.5617
325,DTXSID4041656,,,,,,,,,,359.377,359.377,,4.41293,,3.83192
326,DTXSID8048860,,,,,,,,,,215.399,215.399,,3.34279,,2.60275
327,DTXSID60891456,,,,,,,,,,883.054,883.054,,6.65152,,3.77179
328,DTXSID90871625,,,,,,,,,,24716,24716,,24.8254,,80.3108
329,DTXSID10168241,,,,,,,,,,173.458,173.458,,5.14623,,3.0674
330,DTXSID40869118,,,,,,,,,,277.072,277.072,,4.71147,,44.8388
331,DTXSID20891457,,,,,,,,,,83.8354,83.8354,,4.28567,,9.78245
332,DTXSID80891458,,,,,,,,,,34.2516,34.2516,,4.50304,,3.21044
333,DTXSID2023270,,,,,,,,,,9.4953,9.4953,,4.76244,,1.94315
334,DTXSID8048238,,,,,,,,,,733.825,733.825,,4.07727,,1.82335
335,DTXSID0020074,,,,,,,,,,126.977,126.977,,3.72352,,2.04799
336,DTXSID9023207,,,,,,,,,,29.9723,29.9723,,3.53052,,1.52372
337,DTXSID2020634,,,,,,,,,,16.7129,16.7129,,4.44639,,3.41502
338,DTXSID90858931,,,,,,,,,,567.204,567.204,,3.35581,,59.5134
339,DTXSID5020364,,,,,,,,,,20.5116,37.7482,,4.2272,,2.28238
340,DTXSID1048627,,,,,,,,,,34156.5,34156.5,,87.7987,,18.0552
341,DTXSID6023735,,,,,,,,,,,,,,1.9,
342,DTXSID3040487,,,,,,,,,,59.4818,59.4818,,3.34597,,0.987704
343,DTXSID2020713,,,,,,,,,,52.6482,52.6482,,7.22499,,1.35251
344,DTXSID3020384,,,,,,,,,,53107.3,53107.3,,97.9132,,7.15609
345,DTXSID7023300,,,,,,,,,,71831.9,71831.9,,98.1375,,8.13591
346,DTXSID50891460,,,,,,,,,,59.4653,59.4653,,3.3481,,1.50004
347,DTXSID10891441,,,,,,,,,,465.971,465.971,,6.34292,,9.94445
348,DTXSID50891440,,,,,,,,,,336.716,336.716,,4.81475,,9.80496
349,DTXSID4034609,,,,,,,,,,411.369,10046.2,,3.54338,24.5451,138.376
350,DTXSID6074750,,,,,,,,,,174.115,174.115,,3.54035,,27.9823
351,DTXSID50869644,,,,,,,,,,515.205,515.205,,4.64928,,1380.51
