sus_id,categories
29346,pesticide
29346,pesticide_ACToRUseDB
21537,food_residue
21537,pesticide
21537,pesticide_ACToRUseDB
4032,personal_care:cosmetics:prohibited_ASEAN
4032,pesticide
4032,pesticide:biocide:active_ingredient
4032,pesticide_ACToRUseDB
1260,food_residue
1260,pesticide
1260,pesticide_ACToRUseDB
29739,pesticide
23759,drug
23759,drug_ACToRUseDB
23759,pesticide
22315,drinking_water_contaminant:pesticide:detected
22315,pesticide
22315,pesticide_ACToRUseDB
8445,pesticide
1136,food_residue
1136,pesticide
1136,pesticide_ACToRUseDB
10153,food_residue
10153,pesticide
10153,pesticide_ACToRUseDB
3896,building_material
3896,building_material:plastics
3896,building_material:wood:detected
3896,cleaning_washing
3896,consumer_use_ACToRUseDB
3896,fluid_property_modulator
3896,industrial_manufacturing_ACToRUseDB
3896,inert_ACToRUseDB
3896,manufacturing:chemical
3896,manufacturing:export
3896,manufacturing:machines
3896,manufacturing:plastics
3896,manufacturing:rubber
3896,paint
3896,personal_care:cosmetics:eye
3896,personal_care:cosmetics:hair
3896,personal_care:cosmetics:lips
3896,pesticide:inert_ingredient
3896,solvent
3896,toys
3896,toys:detected
12521,food_additive
12521,food_additive:flavor
12521,food_contact
12521,fragrance:consumer_use
12521,inert_ACToRUseDB
12521,pesticide
12521,pesticide:biocide
12521,pesticide:inert_ingredient
12521,pesticide_ACToRUseDB
2507,food_residue
2507,pesticide
2507,pesticide:biocide:active_ingredient
2507,pesticide_ACToRUseDB
2647,food_residue
2647,pesticide
2647,pesticide_ACToRUseDB
7202,pesticide
7202,pesticide:active_ingredient
7202,pesticide_ACToRUseDB
34112,drug
34112,drug_ACToRUseDB
34112,inert_ACToRUseDB
34112,pesticide:inert_ingredient
4415,pesticide
4415,pesticide_ACToRUseDB
25624,pesticide
25624,pesticide_ACToRUseDB
27861,pesticide
27861,pesticide_ACToRUseDB
2565,food_residue
2565,pesticide
2565,pesticide_ACToRUseDB
4772,pesticide
4772,pesticide_ACToRUseDB
21182,consumer_use
21182,inert_ACToRUseDB
21182,manufacturing:paint
21182,paint
21182,pesticide:inert_ingredient
1303,drug
1303,drug_ACToRUseDB
1303,pesticide
1303,pesticide:biocide:active_ingredient
3034,absorbent
3034,adhesive
3034,adsorbent
3034,building_material
3034,building_material:plastics
3034,consumer_use
3034,filler
3034,fluid_property_modulator
3034,industrial:adhesive
3034,industrial_manufacturing_ACToRUseDB
3034,leather:consumer_use
3034,manufacturing
3034,manufacturing:automotive
3034,manufacturing:chemical
3034,manufacturing:machines
3034,manufacturing:paint
3034,manufacturing:plastics
3034,manufacturing:raw_material
3034,manufacturing:rubber
3034,resource_extraction:gas
3034,resource_extraction:oil
3034,textile:consumer_use
2631,food_residue
2631,inert_ACToRUseDB
2631,pesticide
2631,pesticide:inert_ingredient
2631,pesticide_ACToRUseDB
12228,cigarettes
12228,cleaning_washing:fragrance:consumer_use
12228,consumer_use_ACToRUseDB
12228,food_additive
12228,food_additive:flavor
12228,food_additive_ACToRUseDB
12228,food_contact
12228,fragrance:consumer_use
12228,industrial_manufacturing_ACToRUseDB
12228,inert_ACToRUseDB
12228,pesticide:inert_ingredient
4397,building_construction
4397,building_material:flooring
4397,building_material:walls
4397,cleaning_washing
4397,construction
4397,consumer_use
4397,detergent
4397,fragrance:consumer_use
4397,industrial_manufacturing_ACToRUseDB
4397,ink:colorant
4397,manufacturing:building_material
4397,manufacturing:building_material:wood
4397,manufacturing:chemical
4397,manufacturing:export
4397,manufacturing:furniture
4397,manufacturing:ink
4397,manufacturing:metals
4397,manufacturing:plastics
4397,manufacturing:rubber
4397,paint
4397,paint:furniture
4397,paint:water_based
4397,process_regulator
4397,solvent
4397,solvent:paint_remover
4397,surface_treatment:metals
10266,food_residue
10266,pesticide
10266,pesticide_ACToRUseDB
13870,pesticide:inert_ingredient
13705,inert_ACToRUseDB
13705,personal_care:cosmetics
13705,personal_care_ACToRUseDB
13705,pesticide:inert_ingredient
8216,drug
8216,drug:adrenergic_uptake_inhibitor
8216,drug:biomarker
8216,drug:orphan
8216,drug_ACToRUseDB
8216,food
8216,personal_care:cosmetics:prohibited_ASEAN
14820,drug
14820,drug:cholagogue:choleretic
14820,drug:discontinued
14820,drug:inactive_ingredient
14820,drug_ACToRUseDB
14820,food
14820,food_additive
14820,food_additive_ACToRUseDB
14820,food_contact
14820,human_metabolite
1544,chemical:laboratory
1544,drinking_water_contaminant:drug:detected
1544,drug
1544,drug:antibiotic
1544,drug:glycopeptide_antibiotic
1544,drug_ACToRUseDB
1544,food
1544,industrial_manufacturing_ACToRUseDB
6387,drug
6387,drug:antihypocalcemic
6387,drug:antiresorptive
6387,drug:bisphosphonate
6387,drug:bone_density_conservation
6387,drug:discontinued
6387,drug:orphan
6387,drug:pediatric
6387,drug_ACToRUseDB
6387,food
352,food_residue
352,pesticide
352,pesticide_ACToRUseDB
3260,drug
3260,drug:cardial
3260,drug:discontinued
3260,drug:enzyme_inhibitor
3260,drug_ACToRUseDB
23363,pesticide
3498,personal_care:cosmetics:hair_dye
3498,personal_care:cosmetics:prohibited_ASEAN
14332,drug
14332,drug_ACToRUseDB
6931,drug
6931,drug:dea_abuse_concern
6931,drug_ACToRUseDB
15297,food_residue
15297,pesticide
15297,pesticide_ACToRUseDB
5957,drug
5957,drug:enzyme_inhibitor
5957,drug:herbicide
5957,drug_ACToRUseDB
5957,pesticide
5957,pesticide_ACToRUseDB
9614,drug
9614,drug_ACToRUseDB
18055,food_additive
18055,food_additive_ACToRUseDB
25045,drug
25045,drug_ACToRUseDB
21859,food_additive
21859,food_additive:flavor
21859,food_additive_ACToRUseDB
21859,fragrance:consumer_use
7511,antioxidant
7511,building_material
7511,building_material:flooring
7511,building_material:plastics
7511,child_use
7511,child_use:detected
7511,consumer_use
7511,consumer_use_ACToRUseDB
7511,drinking_water:food_contact:plastics
7511,food_contact
7511,food_contact:plastics
7511,furniture
7511,industrial_manufacturing_ACToRUseDB
7511,leather:consumer_use
7511,manufacturing:plastics
7511,manufacturing:rubber
7511,plastics
7511,process_regulator:antioxidant
7511,process_regulator:oxidant
7511,textile:consumer_use
7511,uv_stabilizer
2397,drug
2397,drug:analgesic
2397,drug:antimalarial
2397,drug:muscle_relaxant
2397,drug_ACToRUseDB
2397,food
2397,personal_care:cosmetics
2397,personal_care:cosmetics:restricted_ASEAN
2397,personal_care:cosmetics:restricted_Europe
2397,personal_care_ACToRUseDB
22562,consumer_use_ACToRUseDB
22562,food_additive:flavor
22562,food_additive_ACToRUseDB
22562,toys:child_use:detected
3709,adhesive
3709,binding
3709,binding:paint
3709,building_construction
3709,building_material:flooring
3709,building_material:walls
3709,construction
3709,consumer_use
3709,industrial_manufacturing_ACToRUseDB
3709,manufacturing:building_material
3709,manufacturing:building_material:wood
3709,manufacturing:chemical
3709,manufacturing:export
3709,manufacturing:furniture
3709,manufacturing:furniture:kitchen
3709,manufacturing:metals
3709,manufacturing:paint
3709,manufacturing:paper
3709,manufacturing:photographic
3709,manufacturing:raw_material
3709,paint
3709,paint:automotive_care
3709,paint:furniture
3709,paint:water_based
3709,printing
3709,surface_treatment:metals
3709,textile:furniture:chairs
12390,cigarettes
12390,consumer_use_ACToRUseDB
12390,food_additive
12390,food_additive:flavor
12390,food_additive_ACToRUseDB
12390,food_contact
12390,fragrance:consumer_use
8104,chemical:laboratory
8104,drug
8104,industrial_manufacturing_ACToRUseDB
8104,manufacturing:agrochemical
8104,manufacturing:chemical
8104,manufacturing:drug
8104,manufacturing:fertilizer
8104,manufacturing:pesticide
8104,manufacturing:raw_material
8104,process_regulator
21234,cigarettes
21234,consumer_use_ACToRUseDB
21234,food_additive
21234,food_additive:flavor
21234,food_additive_ACToRUseDB
21234,food_contact
3525,cigarettes
3525,cleaning_washing
3525,consumer_use_ACToRUseDB
3525,detergent:fragrance
3525,food_additive
3525,food_additive:flavor
3525,food_additive_ACToRUseDB
3525,food_contact
3525,fragrance
3525,fragrance:consumer_use
3525,fragrance_ACToRUseDB
3525,industrial_manufacturing_ACToRUseDB
3525,manufacturing:chemical
3525,manufacturing:personal_care
3525,manufacturing:personal_care:cosmetics:perfume
3525,personal_care
3525,personal_care:cosmetics:fragrance:detected
3525,personal_care:cosmetics:perfume
3525,personal_care_ACToRUseDB
3525,raw_material:personal_care:cosmetics
3525,soap:fragrance
9766,cigarettes
9766,consumer_use_ACToRUseDB
9766,food_additive
9766,food_additive:flavor
9766,food_additive_ACToRUseDB
9766,food_contact
9766,fragrance:consumer_use
9766,industrial_manufacturing_ACToRUseDB
21430,consumer_use
21430,leather:consumer_use
21430,manufacturing:chemical
21430,manufacturing:raw_material
21430,textile:consumer_use
227,drug
227,drug:contrast_media
227,drug:inactive_ingredient
227,drug_ACToRUseDB
20142,manufacturing:plastics
20142,plastics
20142,rubber
11965,food_additive
11965,food_additive_ACToRUseDB
11965,fragrance:consumer_use
9516,food_residue
9516,inert_ACToRUseDB
9516,pesticide
9516,pesticide:food_additive
9516,pesticide:inert_ingredient
9516,pesticide_ACToRUseDB
12634,absorbent
12634,adsorbent
12634,air_treatment
12634,cleaning_washing
12634,cleaning_washing:flooring
12634,fragrance
12634,fragrance:consumer_use
12634,industrial:cleaning_washing
12634,industrial_manufacturing_ACToRUseDB
12634,manufacturing:chemical
4040,fluid_property_modulator
4040,industrial_manufacturing_ACToRUseDB
4040,inert_ACToRUseDB
4040,manufacturing:chemical
4040,manufacturing:paint
4040,manufacturing:plastics
4040,manufacturing:raw_material
4040,pesticide:inert_ingredient
9351,adhesive
9351,industrial_manufacturing_ACToRUseDB
9351,manufacturing:electrical
9351,manufacturing:machines
19465,adhesive
19465,adhesive:consumer_use
19465,binding
19465,building_construction
19465,building_construction:brick
19465,building_material
19465,building_material:filler
19465,building_material:flooring
19465,building_material:insulation
19465,building_material:walls
19465,construction
19465,filler
19465,industrial_manufacturing_ACToRUseDB
19465,manufacturing:adhesive
19465,manufacturing:automotive
19465,manufacturing:chemical
19465,manufacturing:export
19465,manufacturing:machines
19465,manufacturing:metals
19465,paint
19465,paint:automotive_care
19465,paint:volatile_organic
19465,photographic
19465,process_regulator
19465,solvent
28989,surface_treatment
15054,colorant
1687,drug
1687,drug_ACToRUseDB
6966,consumer_use
6966,industrial:colorant
6966,manufacturing:colorant
6966,paint
6966,plastics
6966,rubber
19851,industrial_manufacturing_ACToRUseDB
19851,manufacturing:chemical
19851,photographic
19851,printing
7651,colorant
7651,colorant_ACToRUseDB
19869,drinking_water:food_contact:plastics
19869,food_contact
19869,industrial_manufacturing_ACToRUseDB
19869,manufacturing:plastics
19869,manufacturing:rubber
19869,process_regulator
19869,raw_material:rubber
13209,air_treatment
13209,beverage:food_service
13209,cleaning_washing
13209,cleaning_washing:dishwashing
13209,cleaning_washing:furniture
13209,cleaning_washing:laundry
13209,cleaning_washing:machines:laundry
13209,cleaning_washing:textile:detergent
13209,consumer_use
13209,consumer_use_ACToRUseDB
13209,detergent
13209,detergent:fragrance
13209,food_service
13209,fragrance
13209,fragrance:consumer_use
13209,fragrance_ACToRUseDB
13209,industrial:fragrance
13209,industrial_manufacturing_ACToRUseDB
13209,manufacturing:chemical
13209,manufacturing:plastics
13209,manufacturing:soap
13209,personal_care
13209,plastics
13209,soap
13209,soap:fragrance
13209,surface_treatment
2427,construction
2427,electronics:writing
2427,industrial_manufacturing_ACToRUseDB
2427,paint
2427,photographic
2427,printing:ink
2427,solvent
1518,absorbent
1518,adsorbent
1518,air_treatment
1518,child_use
1518,cleaning_washing
1518,cleaning_washing:dishwashing
1518,cleaning_washing:furniture
1518,cleaning_washing:laundry
1518,cleaning_washing:textile:detergent
1518,consumer_use
1518,consumer_use_ACToRUseDB
1518,detergent
1518,detergent:fragrance
1518,fragrance
1518,fragrance:consumer_use
1518,fragrance_ACToRUseDB
1518,industrial:cleaning_washing
1518,industrial:fragrance
1518,industrial_manufacturing_ACToRUseDB
1518,manufacturing:chemical
1518,manufacturing:personal_care
1518,manufacturing:personal_care:cosmetics:perfume
1518,manufacturing:plastics
1518,manufacturing:soap
1518,personal_care
1518,personal_care:cosmetics
1518,personal_care:cosmetics:deodorant
1518,personal_care:cosmetics:fragrance
1518,personal_care:cosmetics:fragrance:detected
1518,personal_care:cosmetics:perfume
1518,personal_care_ACToRUseDB
1518,pesticide:biocide:non_agricultural
1518,pesticide:preservatives
1518,plastics
1518,raw_material:personal_care:cosmetics
1518,soap
1518,soap:fragrance
2827,cleaning_washing
2827,colorant_ACToRUseDB
2827,consumer_use_ACToRUseDB
2827,electronics:detected
2827,fluid_property_modulator
2827,industrial_manufacturing_ACToRUseDB
2827,manufacturing:chemical
2827,manufacturing:raw_material
2827,textile:colorant:consumer_use:detected
2110,adhesive
2110,human_metabolite
2110,industrial_manufacturing_ACToRUseDB
2110,lubricant
2110,manufacturing:adhesive
2110,manufacturing:automotive
2110,manufacturing:metals
2110,manufacturing:oil
2110,manufacturing:paint
2110,manufacturing:plastics
2110,paint
2110,plastics
9252,colorant
9252,colorant_ACToRUseDB
31461,manufacturing:chemical
31461,manufacturing:paper
31461,manufacturing:photographic
31461,manufacturing:raw_material
7813,consumer_use
7813,paint
7813,process_regulator
7813,resource_extraction:gas
7813,resource_extraction:oil
5047,building_material
5047,building_material:paving
5047,construction
5047,industrial_manufacturing_ACToRUseDB
5047,manufacturing:chemical
5047,manufacturing:raw_material
6631,chemical:laboratory
6631,consumer_use
6631,manufacturing:plastics
6631,manufacturing:raw_material
4279,consumer_use
4279,industrial_manufacturing_ACToRUseDB
4279,lubricant
4279,manufacturing:chemical
4279,manufacturing:machines
4279,manufacturing:oil
4279,manufacturing:plastics
4279,manufacturing:rubber
4279,rubber_processing
3586,colorant
3586,colorant_ACToRUseDB
6911,colorant
6911,colorant_ACToRUseDB
1644,drug
1644,drug_ACToRUseDB
8745,drug
8745,drug:antiarrhythmia
8745,drug:antihypertensive
8745,drug:beta_adrenergic_antagonist
8745,drug:dea_abuse_concern
8745,drug:sympatholytic
8745,drug_ACToRUseDB
5132,drug
5132,drug_ACToRUseDB
2148,drug
2148,drug_ACToRUseDB
6573,drug
6573,drug_ACToRUseDB
6573,industrial_manufacturing_ACToRUseDB
6573,manufacturing:chemical
35719,drug
35719,drug_ACToRUseDB
35727,drug
35727,drug_ACToRUseDB
35727,personal_care:cosmetics:prohibited_ASEAN
5226,drug
5226,drug_ACToRUseDB
5226,human_metabolite
4671,drug
4671,drug_ACToRUseDB
8983,drug
8983,drug_ACToRUseDB
24636,drug
24636,drug_ACToRUseDB
5195,drug
5195,drug_ACToRUseDB
3918,drug
3918,drug:corticosteroid:topical
3918,drug_ACToRUseDB
2793,drug
2793,drug_ACToRUseDB
610,drug
610,drug_ACToRUseDB
10016,drug
10016,drug:anticonvulsant
10016,drug_ACToRUseDB
1237,drug
1237,drug:orphan
1237,drug_ACToRUseDB
1490,drug
1490,drug:discontinued
1490,drug:nitrate:nitrite
1490,drug:nitric_oxide_donor
1490,drug:vasodilator
1490,drug_ACToRUseDB
1490,industrial_manufacturing_ACToRUseDB
1490,manufacturing:chemical
1490,manufacturing:drug
1490,personal_care:cosmetics
1490,personal_care:cosmetics:prohibited_ASEAN
1490,plastics
21246,drug
21246,drug_ACToRUseDB
21246,food
21246,pesticide:active_ingredient
9177,drug
9177,drug_ACToRUseDB
1840,pesticide:biocide:active_ingredient
5484,drug
5484,drug_ACToRUseDB
29886,drug
29886,drug_ACToRUseDB
7033,drug
7033,drug_ACToRUseDB
25551,drug
25551,drug_ACToRUseDB
23719,drug
23719,drug_ACToRUseDB
691,drug
691,drug_ACToRUseDB
5446,drug
5446,drug:antibiotic
5446,drug:protein_synthesis_inhibitor
5446,drug_ACToRUseDB
5446,food
13970,drug
13970,drug_ACToRUseDB
13970,personal_care:cosmetics
13970,personal_care_ACToRUseDB
2480,consumer_use
2480,drug:inactive_ingredient
2480,inert_ACToRUseDB
2480,manufacturing:chemical
2480,manufacturing:personal_care
2480,manufacturing:personal_care:cosmetics:perfume
2480,personal_care
2480,personal_care:cosmetics:conditioner:hair
2480,personal_care:cosmetics:detected
2480,personal_care:cosmetics:eye
2480,personal_care:cosmetics:face
2480,personal_care:cosmetics:hand:cream
2480,personal_care:cosmetics:lips
2480,personal_care:cosmetics:lotion
2480,personal_care:cosmetics:lotion:detected
2480,personal_care:foot
2480,personal_care:wash:body
2480,personal_care_ACToRUseDB
2480,pesticide
2480,pesticide:inert_ingredient
2480,tools:consumer_use
30742,drug
30742,drug_ACToRUseDB
6727,cigarettes
6727,consumer_use_ACToRUseDB
6727,food_additive
6727,food_additive:flavor
6727,food_additive_ACToRUseDB
6727,food_contact
6727,fragrance:consumer_use
6727,pesticide
6727,pesticide:biocide:active_ingredient
36920,drug
36920,drug_ACToRUseDB
1835,drug
1835,drug:antipsoriatic
1835,drug:dermatologic
1835,drug:discontinued
1835,drug:vitamin_D3_receptor_inhibitor
1835,drug_ACToRUseDB
1835,food
10653,drug
10653,drug_ACToRUseDB
472,drug
472,drug:antihiv
472,drug:antiviral
472,drug:hiv_protease_inhibitor
472,drug:pediatric
472,drug_ACToRUseDB
9532,drug
9532,drug_ACToRUseDB
11660,drug
11660,drug:antibiotic
11660,drug_ACToRUseDB
3374,drug
3374,drug:antidepressant
3374,drug:dea_abuse_concern
3374,drug:muscle_relaxant
3374,drug:skeletal_muscle_relaxant
3374,drug:tranquilizing
3374,drug_ACToRUseDB
3374,industrial_manufacturing_ACToRUseDB
3374,manufacturing:chemical
3228,drug
3228,drug_ACToRUseDB
3865,drug
3865,drug:beta_adrenergic_agonist
3865,drug:bronchodilator
3865,drug:cardial
3865,drug_ACToRUseDB
5706,drug
5706,drug_ACToRUseDB
5706,industrial_manufacturing_ACToRUseDB
5706,manufacturing:chemical
6582,colorant
6582,colorant_ACToRUseDB
12082,cleaning_washing:consumer_use
12082,consumer_use_ACToRUseDB
12082,decor:candle:detected
12082,food_additive:flavor
12082,food_additive_ACToRUseDB
12082,fragrance
12082,fragrance:consumer_use
12082,fragrance_ACToRUseDB
12082,industrial:fragrance
12082,industrial_manufacturing_ACToRUseDB
12082,manufacturing:chemical
12082,manufacturing:personal_care
12082,manufacturing:personal_care:cosmetics:perfume
12082,raw_material:personal_care:cosmetics
13029,food_additive:flavor
13029,food_additive_ACToRUseDB
13029,fragrance:consumer_use
12404,cigarettes
12404,consumer_use_ACToRUseDB
12404,decor:candle:detected
12404,food_additive
12404,food_additive:flavor
12404,food_additive_ACToRUseDB
12404,food_contact
12404,fragrance:consumer_use
12404,fragrance_ACToRUseDB
12373,cigarettes
12373,consumer_use_ACToRUseDB
12373,food_additive
12373,food_additive:flavor
12373,food_additive_ACToRUseDB
12373,fragrance:consumer_use
12050,cleaning_washing
12050,food_additive
12050,food_additive:flavor
12050,food_additive_ACToRUseDB
12050,fragrance:consumer_use
12050,industrial_manufacturing_ACToRUseDB
20922,cigarettes
20922,consumer_use_ACToRUseDB
20922,food_additive
20922,food_additive:flavor
20922,food_additive_ACToRUseDB
20922,fragrance:consumer_use
13263,food_additive
13263,food_additive:flavor
13263,food_additive_ACToRUseDB
13263,fragrance:consumer_use
13191,food_additive
13191,food_additive:flavor
13191,food_additive_ACToRUseDB
13191,fragrance:consumer_use
7966,antioxidant
7966,food_contact
7966,food_contact:plastics
7966,manufacturing:plastics
7966,plastics
13158,food_additive
13158,food_additive:flavor
13158,food_additive_ACToRUseDB
13158,fragrance:consumer_use
21351,fragrance:consumer_use
12850,fragrance
12850,fragrance:consumer_use
12850,industrial_manufacturing_ACToRUseDB
12850,manufacturing:chemical
12850,manufacturing:personal_care
12850,manufacturing:personal_care:cosmetics:perfume
12850,raw_material:personal_care:cosmetics
2688,automotive
2688,industrial_manufacturing_ACToRUseDB
2688,manufacturing:chemical
2688,manufacturing:raw_material
2688,personal_care:cosmetics:prohibited_ASEAN
21002,cigarettes
21002,consumer_use_ACToRUseDB
21002,food_additive
21002,food_additive:flavor
21002,food_additive_ACToRUseDB
21002,fragrance:consumer_use
15727,drug
15727,drug_ACToRUseDB
12739,cleaning_washing
12739,food_additive:flavor
12739,food_additive_ACToRUseDB
12739,fragrance:consumer_use
12739,industrial_manufacturing_ACToRUseDB
15532,cigarettes
15532,consumer_use_ACToRUseDB
15532,food_additive
15532,food_additive:flavor
15532,food_additive_ACToRUseDB
15532,food_contact
15532,fragrance:consumer_use
15532,paint
12478,fragrance:consumer_use
21874,food_additive
21874,food_additive:flavor
21874,food_additive_ACToRUseDB
21874,fragrance:consumer_use
38218,manufacturing:chemical
38218,manufacturing:raw_material
38218,plastics
38218,rubber
5471,building_material
5471,building_material:flooring
5471,child_use
5471,consumer_use
5471,electronics
5471,food_contact
5471,fuel
5471,inert_ACToRUseDB
5471,leather:consumer_use
5471,manufacturing:plastics
5471,paint
5471,personal_care
5471,pesticide:inert_ingredient
5471,plastics
5471,rubber
5471,textile:consumer_use
13419,inert_ACToRUseDB
13419,manufacturing:plastics
13419,pesticide:inert_ingredient
13419,plastics
13419,rubber
21919,food_contact
11971,food_additive
11971,food_additive:flavor
11971,food_additive_ACToRUseDB
11971,food_contact
11971,fragrance:consumer_use
11168,manufacturing:chemical
11168,manufacturing:plastics
11168,manufacturing:raw_material
12581,food_additive
12581,food_additive:flavor
12581,food_additive_ACToRUseDB
12581,fragrance:consumer_use
13042,food_additive
13042,food_additive:flavor
13042,food_additive_ACToRUseDB
13042,fragrance:consumer_use
21098,cigarettes
21098,consumer_use_ACToRUseDB
21098,food_additive
21098,food_additive:flavor
21098,food_additive_ACToRUseDB
21098,fragrance:consumer_use
6643,cigarettes
6643,consumer_use_ACToRUseDB
6643,food_additive
6643,food_additive:flavor
6643,food_additive_ACToRUseDB
6643,food_contact
6643,fragrance:consumer_use
20048,adhesive
20048,cleaning_washing
20048,drug
20048,food_additive:flavor
20048,food_additive_ACToRUseDB
20048,industrial_manufacturing_ACToRUseDB
20048,manufacturing:automotive
20048,manufacturing:machines
20048,paint
20048,propellant:spray
12498,absorbent
12498,adsorbent
12498,beverage:food_service
12498,cigarettes
12498,cleaning_washing
12498,cleaning_washing:flooring
12498,construction
12498,consumer_use_ACToRUseDB
12498,fluid_property_modulator
12498,food_additive
12498,food_additive:flavor
12498,food_additive_ACToRUseDB
12498,food_contact
12498,food_service
12498,fragrance
12498,fragrance:consumer_use
12498,industrial:cleaning_washing
12498,industrial_manufacturing_ACToRUseDB
12498,manufacturing:machines
12498,paint
12498,personal_care:cosmetics
12498,pesticide
12498,pesticide_ACToRUseDB
12498,polish
7593,food_additive
7593,food_additive:flavor
7593,food_additive_ACToRUseDB
7593,food_contact
7593,fragrance:consumer_use
13327,cigarettes
13327,consumer_use_ACToRUseDB
13327,food_additive
13327,food_additive:flavor
13327,food_additive_ACToRUseDB
13327,fragrance:consumer_use
21615,cigarettes
21615,consumer_use_ACToRUseDB
21615,food_additive
21615,food_additive:flavor
21615,food_additive_ACToRUseDB
435,food_residue
435,pesticide
435,pesticide:food_additive
435,pesticide_ACToRUseDB
20480,food_additive
20480,food_additive:flavor
20480,food_additive_ACToRUseDB
20480,fragrance:consumer_use
11938,food_additive
11938,food_additive:flavor
11938,food_additive_ACToRUseDB
11938,food_contact
11938,fragrance:consumer_use
11938,personal_care:cosmetics:restricted_Europe
11938,personal_care_ACToRUseDB
11953,food_additive
11953,food_additive:flavor
11953,food_additive_ACToRUseDB
11953,food_contact
11953,fragrance:consumer_use
11953,personal_care:cosmetics:restricted_Europe
11953,personal_care_ACToRUseDB
3432,pesticide
3432,pesticide_ACToRUseDB
2209,adhesive
2209,adhesive:consumer_use
2209,adhesive:electronics
2209,automotive_care
2209,automotive_component:tires:consumer_use
2209,binding:paint
2209,building_construction
2209,building_material
2209,cleaning_washing
2209,colorant
2209,construction
2209,consumer_use
2209,consumer_use_ACToRUseDB
2209,filler
2209,fluid_property_modulator
2209,fragrance_ACToRUseDB
2209,fuel
2209,industrial:adhesive
2209,industrial_fluid
2209,industrial_manufacturing_ACToRUseDB
2209,lubricant
2209,manufacturing
2209,manufacturing:adhesive
2209,manufacturing:automotive
2209,manufacturing:building_material:wood
2209,manufacturing:chemical
2209,manufacturing:drug
2209,manufacturing:electrical
2209,manufacturing:export
2209,manufacturing:furniture
2209,manufacturing:machines
2209,manufacturing:metals
2209,manufacturing:oil
2209,manufacturing:paint
2209,manufacturing:plastics
2209,manufacturing:rubber
2209,paint
2209,photographic
2209,plastics
2209,printing
2209,propellant:spray
2209,resource_extraction:gas
2209,solvent
2209,solvent:consumer_use
2209,surface_treatment
2209,tools:consumer_use
2209,toys:fragrance:child_use:detected
2209,toys:lawn_garden
13390,drug
13390,drug_ACToRUseDB
13390,food
13390,personal_care:cosmetics
13390,personal_care_ACToRUseDB
381,drug
381,drug:inactive_ingredient
381,drug_ACToRUseDB
20075,antimicrobial_ACToRUseDB
20075,feed:animal
20075,food_additive:flavor
20075,industrial_manufacturing_ACToRUseDB
20075,manufacturing:building_material:wood
20075,pesticide
20075,pesticide:antimicrobial
20075,pesticide:antimicrobial:active_ingredient
20075,pesticide:biocide:active_ingredient
20075,pesticide:preservatives
13651,food_additive
13651,food_additive:meat
13651,food_additive_ACToRUseDB
13651,food_contact
13651,food_contact:plastics
13974,baby_use:detected
13974,consumer_use_ACToRUseDB
13974,personal_care:cosmetics:nails:detected
13974,personal_care:cosmetics:preservatives
13974,personal_care_ACToRUseDB
17223,drug
17223,drug_ACToRUseDB
17223,food
7663,drug
7663,drug_ACToRUseDB
20,drug
20,drug:antimalarial
20,drug_ACToRUseDB
23698,drug
23698,drug:discontinued
23698,drug_ACToRUseDB
6658,drug:discontinued
1702,drug
1702,drug_ACToRUseDB
7237,drug
7237,drug_ACToRUseDB
5415,drug
5415,drug:antifungal
5415,drug_ACToRUseDB
4501,drug
4501,drug:anticholinergic
4501,drug:antispasmodic
4501,drug_ACToRUseDB
9915,drug
9915,drug:adrenergic
9915,drug:calcium:channel_blocker
9915,drug:dea_abuse_concern
9915,drug:vasodilator
9915,drug_ACToRUseDB
10383,drug
10383,drug:antispasmodic
10383,drug_ACToRUseDB
697,drug
697,drug:cyclooxygenase_inhibitor
697,drug_ACToRUseDB
697,food
697,pesticide:active_ingredient
4498,drug
4498,drug_ACToRUseDB
4498,food
22279,drug
22279,drug_ACToRUseDB
6647,drug
6647,drug:antiinflammatory
6647,drug:antiinflammatory:nonsteroidal
6647,drug:prodrug
6647,drug_ACToRUseDB
2543,drug
2543,drug:anabolic
2543,drug:anticancer
2543,drug:gastrointestinal
2543,drug:hormone
2543,drug:orphan
2543,drug_ACToRUseDB
2543,food
13539,drug
13539,drug_ACToRUseDB
8477,drug
8477,drug:discontinued
8477,industrial_manufacturing_ACToRUseDB
8477,manufacturing:chemical
8477,manufacturing:drug
8477,tools:consumer_use
25822,drug
25822,drug_ACToRUseDB
7847,drug
7847,drug_ACToRUseDB
4776,drug
4776,drug_ACToRUseDB
5886,drug
5886,drug_ACToRUseDB
1664,drug
1664,drug:dea_abuse_concern
1664,drug:hallucinogen
1664,drug:serotonin_antagonist
1664,drug_ACToRUseDB
8179,drug
8179,drug:dea_abuse_concern
8179,drug_ACToRUseDB
17927,drug:dea_abuse_concern
17927,drug_ACToRUseDB
32423,drug
32423,drug:dea_abuse_concern
32423,drug_ACToRUseDB
15409,drug
15409,drug:discontinued
15409,drug_ACToRUseDB
15409,food
9806,drug
9806,drug:anticancer
9806,drug_ACToRUseDB
8320,drug
8320,drug:muscle_relaxant
8320,drug_ACToRUseDB
8320,food
8320,personal_care:cosmetics
8320,personal_care:cosmetics:eye
8320,personal_care:cosmetics:face
8320,personal_care:cosmetics:fragrance
8320,personal_care:cosmetics:hair
8320,personal_care:cosmetics:hair:detected
8320,personal_care:cosmetics:hair_removal:cream
