id,name,ordering
"1","Silicone rubber sheet, for chemical analysis"
"2","Empore disk, for chemical analysis"
"3","Silicone rubber sheet, dynamic"
"4","Silicone rubber sheet, static"
"5","Empore disk, SDB RPS, dynamic sampling"
"6","Empore disk, SDB RPS, static sampling"
"7","Atlantic HLB-L disc, dynamic"
"8","POCIS pharmaceutical, static"
"9","Gel diffusion sampler, static"
"10","NR"
"11","Other"
